uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,throughput,reliabilityScore
O95786,Q96C10,23586,79132,ENSG00000107201,ENSG00000108771,DDX58,DHX58,anti tag coimmunoprecipitation,physical association,17190814,small scale,0.37
Q96C10,Q9BYX4,79132,64135,ENSG00000108771,ENSG00000115267,DHX58,IFIH1,anti tag coimmunoprecipitation,physical association,17190814,small scale,0.37
O60447,P62491,7813,8766,ENSG00000067208,ENSG00000103769,EVI5,RAB11A,two hybrid|pull down|surface plasmon resonance|anti bait coimmunoprecipitation,physical association|direct interaction,17229837,small scale,0.54
O60447,Q15907,7813,9230,ENSG00000067208,ENSG00000185236,EVI5,RAB11B,surface plasmon resonance,direct interaction,17229837,small scale,0.4
Q9BSB4,Q9BXW4,60673,440738,ENSG00000123395,ENSG00000197769,ATG101,MAP1LC3C,pull down,physical association,24290141,small scale,0.37
O95835,Q14160,9113,23513,ENSG00000131023,ENSG00000180900,LATS1,SCRIB,anti bait coimmunoprecipitation,physical association,24362629,small scale,0.37
P26927,Q14160,4485,23513,ENSG00000173531,ENSG00000180900,MST1,SCRIB,anti bait coimmunoprecipitation,physical association,24362629,small scale,0.37
Q15831,Q9P0L2,6794,4139,ENSG00000118046,ENSG00000116141,STK11,MARK1,anti bait coimmunoprecipitation,physical association,24362629,small scale,0.37
O95835,Q9P0L2,9113,4139,ENSG00000131023,ENSG00000116141,LATS1,MARK1,anti bait coimmunoprecipitation,physical association,24362629,small scale,0.37
P26927,Q9P0L2,4485,4139,ENSG00000173531,ENSG00000116141,MST1,MARK1,anti bait coimmunoprecipitation,physical association,24362629,small scale,0.37
Q14160,Q9P0L2,23513,4139,ENSG00000180900,ENSG00000116141,SCRIB,MARK1,anti bait coimmunoprecipitation,physical association,24362629,small scale,0.37
P35221,Q04206,1495,5970,ENSG00000044115,ENSG00000173039,CTNNA1,RELA,anti bait coimmunoprecipitation,physical association,24509793,small scale,0.37
P49757,Q9Y297,8650,8945,ENSG00000133961,ENSG00000166167,NUMB,BTRC,anti bait coimmunoprecipitation,physical association,24561623,small scale,0.37
Q29RF7,Q5FBB7,23244,151648,ENSG00000121892,ENSG00000129810,PDS5A,SGO1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,23242214,small scale,0.42
Q5FBB7,Q7Z5K2,151648,23063,ENSG00000129810,ENSG00000062650,SGO1,WAPL,anti tag coimmunoprecipitation,physical association,23242214,small scale,0.37
O60216,Q5FBB7,5885,151648,ENSG00000164754,ENSG00000129810,RAD21,SGO1,pull down|anti tag coimmunoprecipitation,physical association,23242214|25173175,small scale,0.48
Q5FBB7,Q9NTI5,151648,23047,ENSG00000129810,ENSG00000083642,SGO1,PDS5B,anti tag coimmunoprecipitation,physical association,23242214,small scale,0.37
Q8N122,Q9Y4R8,57521,9894,ENSG00000141564,ENSG00000100726,RPTOR,TELO2,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,23263282,small scale,0.42
O43156,Q8N122,9675,57521,ENSG00000101407,ENSG00000141564,TTI1,RPTOR,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,23263282,small scale,0.42
Q6R327,Q9Y4R8,253260,9894,ENSG00000164327,ENSG00000100726,RICTOR,TELO2,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,23263282,small scale,0.42
O43156,Q6R327,9675,253260,ENSG00000101407,ENSG00000164327,TTI1,RICTOR,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,23263282,small scale,0.42
Q6R327,Q9UK97,253260,26268,ENSG00000164327,ENSG00000112146,RICTOR,FBXO9,anti tag coimmunoprecipitation,physical association,23263282,small scale,0.37
Q8N122,Q9UK97,57521,26268,ENSG00000141564,ENSG00000112146,RPTOR,FBXO9,anti tag coimmunoprecipitation,physical association,23263282,small scale,0.37
P42345,Q9UK97,2475,26268,ENSG00000198793,ENSG00000112146,MTOR,FBXO9,anti tag coimmunoprecipitation,physical association,23263282,small scale,0.37
P21802,P62993,2263,2885,ENSG00000066468,ENSG00000177885,FGFR2,GRB2,pull down,physical association,24440983,small scale,0.37
P04637,Q8NEZ4,7157,58508,ENSG00000141510,ENSG00000055609,TP53,KMT2C,anti tag coimmunoprecipitation,physical association,19433796,small scale,0.37
P04637,Q6ZW49,7157,22976,ENSG00000141510,ENSG00000157212,TP53,PAXIP1,anti tag coimmunoprecipitation,physical association,19433796,small scale,0.37
P04637,Q15291,7157,5929,ENSG00000141510,ENSG00000117222,TP53,RBBP5,anti tag coimmunoprecipitation,physical association,19433796,small scale,0.37
P04637,P61964,7157,11091,ENSG00000141510,ENSG00000196363,TP53,WDR5,anti tag coimmunoprecipitation,physical association,19433796,small scale,0.37
P04637,Q9UBL3,7157,9070,ENSG00000141510,ENSG00000129691,TP53,ASH2L,anti tag coimmunoprecipitation,physical association,19433796,small scale,0.37
Q12923,Q13501,5783,8878,ENSG00000163629,ENSG00000161011,PTPN13,SQSTM1,anti bait coimmunoprecipitation,physical association,24316673,small scale,0.37
Q13618,Q8IWE4,8452,123879,ENSG00000036257,ENSG00000188215,CUL3,DCUN1D3,anti tag coimmunoprecipitation|pull down|anti bait coimmunoprecipitation,physical association,19617556,small scale,0.45
P04637,Q14686,7157,23054,ENSG00000141510,ENSG00000198646,TP53,NCOA6,anti tag coimmunoprecipitation,physical association,19433796,small scale,0.37
Q93034,Q96GG9,8065,54165,ENSG00000166266,ENSG00000043093,CUL5,DCUN1D1,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13616,Q96GG9,8454,54165,ENSG00000055130,ENSG00000043093,CUL1,DCUN1D1,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13617,Q96GG9,8453,54165,ENSG00000108094,ENSG00000043093,CUL2,DCUN1D1,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13618,Q96GG9,8452,54165,ENSG00000036257,ENSG00000043093,CUL3,DCUN1D1,anti tag coimmunoprecipitation|pull down,physical association,19617556,small scale,0.42
Q13619,Q96GG9,8451,54165,ENSG00000139842,ENSG00000043093,CUL4A,DCUN1D1,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13620,Q96GG9,8450,54165,ENSG00000158290,ENSG00000043093,CUL4B,DCUN1D1,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13616,Q8IWE4,8454,123879,ENSG00000055130,ENSG00000188215,CUL1,DCUN1D3,anti bait coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13617,Q8IWE4,8453,123879,ENSG00000108094,ENSG00000188215,CUL2,DCUN1D3,anti bait coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13616,Q6PH85,8454,55208,ENSG00000055130,ENSG00000150401,CUL1,,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13617,Q6PH85,8453,55208,ENSG00000108094,ENSG00000150401,CUL2,,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13618,Q6PH85,8452,55208,ENSG00000036257,ENSG00000150401,CUL3,,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13619,Q6PH85,8451,55208,ENSG00000139842,ENSG00000150401,CUL4A,,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q13620,Q6PH85,8450,55208,ENSG00000158290,ENSG00000150401,CUL4B,,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
Q6PH85,Q93034,55208,8065,ENSG00000150401,ENSG00000166266,,CUL5,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
O94776,Q9BSJ6,9219,54478,ENSG00000149480,ENSG00000129195,MTA2,PIMREG,anti bait coimmunoprecipitation|tandem affinity purification,physical association,18757745,small scale,0.42
Q92769,Q9BSJ6,3066,54478,ENSG00000196591,ENSG00000129195,HDAC2,PIMREG,tandem affinity purification|anti bait coimmunoprecipitation,physical association,18757745,small scale,0.42
Q13547,Q9BSJ6,3065,54478,ENSG00000116478,ENSG00000129195,HDAC1,PIMREG,tandem affinity purification,physical association,18757745,small scale,0.37
Q16576,Q9BSJ6,5931,54478,ENSG00000102054,ENSG00000129195,RBBP7,PIMREG,tandem affinity purification,physical association,18757745,small scale,0.37
Q09028,Q9BSJ6,5928,54478,ENSG00000162521,ENSG00000129195,RBBP4,PIMREG,tandem affinity purification,physical association,18757745,small scale,0.37
O14920,O95999,3551,8915,ENSG00000104365,ENSG00000142867,IKBKB,BCL10,anti tag coimmunoprecipitation,physical association,17213322,small scale,0.37
O95999,Q9Y297,8915,8945,ENSG00000142867,ENSG00000166167,BCL10,BTRC,anti tag coimmunoprecipitation,physical association,17213322,small scale,0.37
P20248,P31749,890,207,ENSG00000145386,ENSG00000142208,CCNA2,AKT1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,24670654,small scale,0.42
P31749,Q9BPZ7,207,79109,ENSG00000142208,ENSG00000119487,AKT1,MAPKAP1,anti tag coimmunoprecipitation,physical association,24670654,small scale,0.37
P20248,P31751,890,208,ENSG00000145386,ENSG00000105221,CCNA2,AKT2,anti tag coimmunoprecipitation,physical association,24670654,small scale,0.37
P20248,Q9Y243,890,10000,ENSG00000145386,ENSG00000117020,CCNA2,AKT3,anti tag coimmunoprecipitation,physical association,24670654,small scale,0.37
Q96K21,Q9UN37,84936,27183,ENSG00000166140,ENSG00000132612,,VPS4A,anti tag coimmunoprecipitation,physical association,24814515,small scale,0.37
Q96CF2,Q96K21,92421,84936,ENSG00000164695,ENSG00000166140,CHMP4C,,anti tag coimmunoprecipitation,physical association,24814515,small scale,0.37
Q96CF2,Q9UN37,92421,27183,ENSG00000164695,ENSG00000132612,CHMP4C,VPS4A,anti tag coimmunoprecipitation,physical association,24814515,small scale,0.37
P22460,P63279,3741,7329,ENSG00000130037,ENSG00000103275,KCNA5,UBE2I,pull down,physical association,17261810,small scale,0.37
P22460,P62988,3741,,ENSG00000130037,,KCNA5,,pull down,physical association,17261810,small scale,0.37
P22460,P63165,3741,7341,ENSG00000130037,ENSG00000116030,KCNA5,SUMO1,pull down,physical association,17261810,small scale,0.37
P22460,P61956,3741,6613,ENSG00000130037,ENSG00000188612,KCNA5,SUMO2,pull down,physical association,17261810,small scale,0.37
P22460,P55854,3741,6612,ENSG00000130037,ENSG00000184900,KCNA5,SUMO3,pull down,physical association,17261810,small scale,0.37
O75618,P14635,9191,891,ENSG00000158796,ENSG00000134057,DEDD,CCNB1,anti tag coimmunoprecipitation|pull down|anti bait coimmunoprecipitation,physical association,17283331,small scale,0.45
O75618,P06493,9191,983,ENSG00000158796,ENSG00000170312,DEDD,CDK1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,17283331,small scale,0.42
Q96SB4,Q9BWF3,6732,5936,ENSG00000096063,ENSG00000173933,SRPK1,RBM4,protein kinase assay,phosphorylation reaction,17284590,small scale,0.25
Q04637,Q9BWF3,1981,5936,ENSG00000114867,ENSG00000173933,EIF4G1,RBM4,anti tag coimmunoprecipitation|pull down,physical association|direct interaction,17284590,small scale,0.5
Q01094,Q96JM7,1869,84456,ENSG00000101412,ENSG00000198945,E2F1,L3MBTL3,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
Q14209,Q96JM7,1870,84456,ENSG00000007968,ENSG00000198945,E2F2,L3MBTL3,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
O00716,Q96JM7,1871,84456,ENSG00000112242,ENSG00000198945,E2F3,L3MBTL3,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
Q16254,Q96JM7,1874,84456,ENSG00000205250,ENSG00000198945,E2F4,L3MBTL3,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
O75461,Q96JM7,1876,84456,ENSG00000169016,ENSG00000198945,E2F6,L3MBTL3,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
O00716,Q969R5,1871,83746,ENSG00000112242,ENSG00000100395,E2F3,L3MBTL2,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
O00716,Q15906,1871,6944,ENSG00000112242,ENSG00000163159,E2F3,VPS72,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
O00716,Q9H0E9,1871,10902,ENSG00000112242,ENSG00000112983,E2F3,BRD8,anti tag coimmunoprecipitation,physical association,17517653,small scale,0.37
O15354,Q01959,2861,6531,ENSG00000170775,ENSG00000142319,GPR37,SLC6A3,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,17519329,small scale,0.42
P46776,Q8IUF8,6157,84864,ENSG00000166441,ENSG00000170854,RPL27A,RIOX2,x-ray crystallography,direct interaction,24814345,small scale,0.4
P62917,Q9H6W3,6132,79697,ENSG00000161016,ENSG00000170468,RPL8,RIOX1,x-ray crystallography,direct interaction,24814345,small scale,0.4
P62988,Q8IXI2,,55288,,ENSG00000126858,,RHOT1,anti tag coimmunoprecipitation,physical association,24896179,small scale,0.37
P62988,Q15388,,9804,,ENSG00000173726,,TOMM20,anti tag coimmunoprecipitation,physical association,24896179,small scale,0.37
P62988,Q70CQ3,,84749,,ENSG00000135093,,USP30,bio-layer interferometry|protease assay|deubiquitinase assay|anti tag coimmunoprecipitation,direct interaction|protein cleavage|deubiquitination reaction|physical association,25621951|24896179,small scale,0.61
O95786,P62988,23586,,ENSG00000107201,,DDX58,,anti tag coimmunoprecipitation|x-ray crystallography|pull down,physical association|direct interaction,17460044|24590070,small scale,0.59
Q8IY34,Q8N697,51296,121260,ENSG00000110446,ENSG00000139370,SLC15A3,SLC15A4,anti tag coimmunoprecipitation,physical association,24695226,small scale,0.37
Q8IY34,Q9HC29,51296,64127,ENSG00000110446,ENSG00000167207,SLC15A3,NOD2,anti tag coimmunoprecipitation,physical association,24695226,small scale,0.37
Q8N697,Q9HC29,121260,64127,ENSG00000139370,ENSG00000167207,SLC15A4,NOD2,anti tag coimmunoprecipitation,physical association,24695226,small scale,0.37
P60953,Q9UQB8,998,10458,ENSG00000070831,ENSG00000175866,CDC42,BAIAP2,isothermal titration calorimetry|fluorescent resonance energy transfer|x-ray crystallography,direct interaction,24584464,small scale,0.49
P24928,Q9UPY3,5430,23405,ENSG00000181222,ENSG00000100697,POLR2A,DICER1,anti bait coimmunoprecipitation,physical association,24814348,small scale,0.37
O75396,Q13190,9554,6811,ENSG00000265808,ENSG00000162236,SEC22B,STX5,two hybrid,physical association,24705552,small scale,0.34
O75396,Q16623,9554,6804,ENSG00000265808,ENSG00000106089,SEC22B,STX1A,two hybrid,physical association,24705552,small scale,0.34
P06401,P07900,5241,3320,ENSG00000082175,ENSG00000080824,PGR,HSP90AA1,biochemical,physical association,9178755,small scale,0.37
P25116,Q9UNN8,2149,10544,ENSG00000181104,ENSG00000101000,F2R,PROCR,anti bait coimmunoprecipitation,physical association,17299037,small scale,0.37
P36873,Q9Y6D5,5501,10564,ENSG00000186298,ENSG00000124198,PPP1CC,ARFGEF2,anti bait coimmunoprecipitation,physical association,17360629,small scale,0.37
P36873,Q9Y6D6,5501,10565,ENSG00000186298,ENSG00000066777,PPP1CC,ARFGEF1,anti bait coimmunoprecipitation,physical association,17360629,small scale,0.37
P29466,P58753,834,114609,ENSG00000137752,ENSG00000150455,CASP1,TIRAP,anti bait coimmunoprecipitation|pull down|two hybrid|anti tag coimmunoprecipitation,physical association,17360653,small scale,0.47
Q07954,Q12879,4035,2903,ENSG00000123384,ENSG00000183454,LRP1,GRIN2A,anti bait coimmunoprecipitation,physical association,17360663,small scale,0.37
P78352,Q07954,1742,4035,ENSG00000132535,ENSG00000123384,DLG4,LRP1,anti bait coimmunoprecipitation,physical association,17360663,small scale,0.37
P29475,Q12879,4842,2903,ENSG00000089250,ENSG00000183454,NOS1,GRIN2A,anti bait coimmunoprecipitation,physical association,17360663,small scale,0.37
P08069,Q92569,3480,8503,ENSG00000140443,ENSG00000117461,IGF1R,PIK3R3,anti bait coimmunoprecipitation,physical association,17360667,small scale,0.37
P09874,Q9HAN9,142,64802,ENSG00000143799,ENSG00000173614,PARP1,NMNAT1,filter binding,direct interaction,17360427,small scale,0.4
Q13895,Q15303,705,2066,ENSG00000112578,ENSG00000178568,BYSL,ERBB4,pull down|anti bait coimmunoprecipitation,direct interaction|physical association,17360433,small scale,0.5
Q12815,Q15303,10024,2066,ENSG00000135451,ENSG00000178568,TROAP,ERBB4,anti bait coimmunoprecipitation|pull down,physical association,17360433,small scale,0.42
O14522,P40763,11122,6774,ENSG00000196090,ENSG00000168610,PTPRT,STAT3,pull down,physical association,17360477,small scale,0.37
Q92993,Q9BZS1,10524,50943,ENSG00000172977,ENSG00000049768,KAT5,FOXP3,anti tag coimmunoprecipitation,physical association,17360565,small scale,0.37
Q8WUI4,Q9BZS1,51564,50943,ENSG00000061273,ENSG00000049768,HDAC7,FOXP3,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,17360565,small scale,0.42
Q9BZS1,Q9UKV0,50943,9734,ENSG00000049768,ENSG00000048052,FOXP3,HDAC9,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,17360565,small scale,0.42
Q13507,Q96D31,7222,84876,ENSG00000138741,ENSG00000276045,TRPC3,ORAI1,anti tag coimmunoprecipitation|pull down,physical association|direct interaction,17360584,small scale,0.5
Q13507,Q96SN7,7222,80228,ENSG00000138741,ENSG00000160991,TRPC3,ORAI2,anti tag coimmunoprecipitation,physical association,17360584,small scale,0.37
Q13507,Q9BRQ5,7222,93129,ENSG00000138741,ENSG00000175938,TRPC3,ORAI3,anti tag coimmunoprecipitation,physical association,17360584,small scale,0.37
O00254,P25116,2151,2149,ENSG00000164220,ENSG00000181104,F2RL2,F2R,bioluminescence resonance energy transfer,physical association,17376866,small scale,0.37
P04629,Q13501,4914,8878,ENSG00000198400,ENSG00000161011,NTRK1,SQSTM1,anti tag coimmunoprecipitation,physical association,17389358,small scale,0.37
O75385,P04629,8408,4914,ENSG00000177169,ENSG00000198400,ULK1,NTRK1,anti tag coimmunoprecipitation,physical association,17389358,small scale,0.37
Q13153,Q15365,5058,5093,ENSG00000149269,ENSG00000169564,PAK1,PCBP1,anti tag coimmunoprecipitation|two hybrid|pull down|anti bait coimmunoprecipitation|protein kinase assay,physical association|direct interaction|phosphorylation reaction,17389360,small scale,0.56
Q14498,Q15365,9584,5093,ENSG00000131051,ENSG00000169564,RBM39,PCBP1,anti bait coimmunoprecipitation|pull down,physical association|direct interaction,17389360,small scale,0.5
P63167,Q13153,8655,5058,ENSG00000088986,ENSG00000149269,DYNLL1,PAK1,two hybrid,physical association,17389360,small scale,0.34
Q13153,Q99426,5058,1155,ENSG00000149269,ENSG00000105254,PAK1,TBCB,two hybrid,physical association,17389360,small scale,0.34
P21333,Q13153,2316,5058,ENSG00000196924,ENSG00000149269,FLNA,PAK1,two hybrid,physical association,17389360,small scale,0.34
