drugName,entrezGeneIds,pubmedId,author
2-(2-quinolin-3-ylpyridin-4-yl)-1 -5 -6 -7-tetrahydro-4h-pyrrolo[3 -2-c]pyridin-4-one,9261|7867,10592235,Berman HM (2000)
2-(4-ethylpiperazin-1-yl)-4-(phenylamino)pyrazolo[1 -5-a][1 -3 -5]triazine-8-carbonitrile,1457,10592235,Berman HM (2000)
2-{[(1r -2s)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide,6850,10592235,Berman HM (2000)
n-(3-(8-cyano-4-(phenylamino)pyrazolo[1 -5-a][1 -3 -5]triazin-2-ylamino)phenyl)acetamide,1457,10592235,Berman HM (2000)
1-(9-ethyl-9h-carbazol-3-yl)-n-methylmethanamine,7157,10592235,Berman HM (2000)
8-bromo-4-(2-chlorophenyl)-n-(2-hydroxyethyl)-6-methyl-1 -3-dioxo-1 -2 -3 -6-tetrahydropyrrolo[3 -4-e]indole-7-carboxamide,7465,10592235,Berman HM (2000)
octane-1 -3 -5 -7-tetracarboxylic acid,1357,10592235,Berman HM (2000)
1-(biphenyl-4-ylmethyl)-1h-imidazole,1555,10592235,Berman HM (2000)
s-(4-bromobenzyl)cysteine,2950,10592235,Berman HM (2000)
para-(benzoyl)-phenylalanine,8565|5770,10592235,Berman HM (2000)
4 -4'-bis([h]methylsulfonyl)-2 -2' -5 -5'-tetrachlorobiphenyl,7356,10592235,Berman HM (2000)
phenylalanylmethylchloride,1504,10592235,Berman HM (2000)
para-nitrophenyl phosphonobutanoyl d-alanine,3500,10592235,Berman HM (2000)
4-[4-(2 -5-dioxo-pyrrolidin-1-yl)-phenylamino]-4-hydroxy-butyric acid,4625|10627|140465,10592235,Berman HM (2000)
2-(4-{(3s -5s)-5-[(3 -3-difluoropyrrolidin-1-yl)carbonyl]pyrrolidin-3-yl}piperazin-1-yl)pyrimidine,1803,10592235,Berman HM (2000)
4 -5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1h-imidazole,10846,10592235,Berman HM (2000)
2-({4-[4-(pyridin-4-ylmethyl)-1h-pyrazol-3-yl]phenoxy}methyl)quinoline,10846,10592235,Berman HM (2000)
4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,2166,10592235,Berman HM (2000)
2-{[4-(4-pyridin-4-yl-1h-pyrazol-3-yl)phenoxy]methyl}quinoline,10846,10592235,Berman HM (2000)
2-{[4-(1-methyl-4-pyridin-4-yl-1h-pyrazol-3-yl)phenoxy]methyl}quinoline,10846,10592235,Berman HM (2000)
5-(2-ethoxyethyl)-5-[4-(4-fluorophenoxy)phenoxy]pyrimidine-2 -4 -6(1h -3h -5h)-trione,4322,10592235,Berman HM (2000)
6 -7-dimethoxy-4-[(3r)-3-(2-naphthyloxy)pyrrolidin-1-yl]quinazoline,10846,10592235,Berman HM (2000)
6 -7-dimethoxy-4-[(3r)-3-(quinoxalin-2-yloxy)pyrrolidin-1-yl]quinazoline,10846,10592235,Berman HM (2000)
2-[5 -6-bis-(4-methoxy-phenyl)-furo[2 -3-d]pyrimidin-4-ylamino]-ethanol,1111,10592235,Berman HM (2000)
2-[(5 -6-diphenylfuro[2 -3-d]pyrimidin-4-yl)amino]ethanol,1111,10592235,Berman HM (2000)
para-nitrophenylphosphonobutanoyl-glycine,3500,10592235,Berman HM (2000)
2-(ethoxymethyl)-4-(4-fluorophenyl)-3-[2-(2-hydroxyphenoxy)pyrimidin-4-yl]isoxazol-5(2h)-one,1432,10592235,Berman HM (2000)
6-(difluoro-phosphono-methyl)-naphthalene-2-carboxylic acid,5770,10592235,Berman HM (2000)
2-amino-1-methyl-6-phenylimidazo[4 -5-b]pyridine,10499|2099,10592235,Berman HM (2000)
piceatannol,506|498|509,10592235,Berman HM (2000)
4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid,2166,10592235,Berman HM (2000)
2-[(2 -4-dichlorobenzoyl)amino]-5-(pyrimidin-2-yloxy)benzoic acid,6256|10499|5468,10592235,Berman HM (2000)
methylamino-phenylalanyl-leucyl-hydroxamic acid,4317|4312,10592235,Berman HM (2000)
[n-(2 -4-diaminopteridin-6-yl)-methyl]-dibenz[b -f]azepine,1719,10592235,Berman HM (2000)
4-nitro-benzylphosphonobutanoyl-glycine,3501|3500,10592235,Berman HM (2000)
para-nitrobenzyl glutaryl glycinic acid,3500,10592235,Berman HM (2000)
para-nitrophenyl phosphonobutanoyl l-alanine,3500,10592235,Berman HM (2000)
6-{4-[hydroxy-(4-nitro-phenoxy)-phosphoryl]-butyrylamino}-hexanoic acid,3500,10592235,Berman HM (2000)
methyl-phosphonic acid mono-(4-nitro-phenyl) ester,250|3514,10592235,Berman HM (2000)
(9beta -13alpha -14beta -17alpha)-2-methoxyestra-1 -3 -5(10)-triene-3 -17-diyl disulfamate,760,10592235,Berman HM (2000)
(4as -4br -10bs -12as)-12a-methyl-1 -3-dioxo-2-(pyridin-3-ylmethyl)-1 -2 -3 -4 -4a -4b -5 -6 -10b -11 -12 -12a-dodecahydronaphtho[2 -1-f]isoquinolin-8-yl sulfamate,760,10592235,Berman HM (2000)
1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,5644,10592235,Berman HM (2000)
[phenylalaninyl-prolinyl]-[2-(pyridin-4-ylamino)-ethyl]-amine,2147,10592235,Berman HM (2000)
[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl][3-(piperidin-4-yloxy)phenyl]methanone,1432,10592235,Berman HM (2000)
[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl](3-{[(2r)-2 -3-dihydroxypropyl]oxy}phenyl)methanone,1432,10592235,Berman HM (2000)
thieno[3 -2-b]pyridine-2-sulfonic acid [2-oxo-1-(1h-pyrrolo[2 -3-c]pyridin-2-ylmethyl)-pyrrolidin-3-yl]-amide,2159,10592235,Berman HM (2000)
n-({(2s)-1-[(3r)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,1803,10592235,Berman HM (2000)
para-nitrophenyl 1-thio-beta-d-glucopyranoside,197021,10592235,Berman HM (2000)
(5e -14e)-11-oxoprosta-5 -9 -12 -14-tetraen-1-oic acid,5468,10592235,Berman HM (2000)
8-benzo[1 -3]dioxol- -5-ylmethyl-9-butyl-9h-,3320,10592235,Berman HM (2000)
puromycin,6143|6138|9349|23521|140801|51187|6147|51121|6132|6167|6122|6135,10592235,Berman HM (2000)
parecoxib,4057|5743,10592235|10794682,Berman HM (2000)|Talley JJ (2000)
6-bromo-13-thia-2 -4 -8 -12 -19-pentaazatricyclo[12.3.1.1~3 -7~]nonadeca-1(18) -3(19) -4 -6 -14 -16-hexaene 13 -13-dioxide,1017,10592235,Berman HM (2000)
4-{[(2r)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1 -3-diol,3320,10592235,Berman HM (2000)
2-(1h-pyrrol-1-ylcarbonyl)benzene-1 -3 -5-triol,3320,10592235,Berman HM (2000)
(3r -4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2 -4 -5-trifluorophenyl)pyrrolidin-3-amine,1803,10592235,Berman HM (2000)
3-{3-[(dimethylamino)methyl]-1h-indol-7-yl}propan-1-ol,30814,10592235,Berman HM (2000)
(4as)-5-[(2 -4-diaminopteridin-6-yl)methyl]-4a -5-dihydro-2h-dibenzo[b -f]azepin-8-ol,1719,10592235,Berman HM (2000)
2-(3-((4 -5 -7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2 -3-b]pyridin-1-yl)acetic acid,231,10592235,Berman HM (2000)
n-1h-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,7046,10592235,Berman HM (2000)
2-nonyl-4-hydroxyquinoline n-oxide,4519|29796|7381|7386|10975|7388|27089|1537|7385|7384,10592235,Berman HM (2000)
n-(5-methyl-1h-pyrazol-3-yl)-2-phenylquinazolin-4-amine,57118,10592235,Berman HM (2000)
3-[(4-amino-1-tert-butyl-1h-pyrazolo[3 -4-d]pyrimidin-3-yl)methyl]phenol,367,10592235,Berman HM (2000)
n-(4-phenylamino-quinazolin-6-yl)-acrylamide,6714,10592235,Berman HM (2000)
(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,1017|890,10592235,Berman HM (2000)
methyl 3-chloro-2-{3-[(2 -5-dihydroxy-4-methoxyphenyl)amino]-3-oxopropyl}-4 -6-dihydroxybenzoate,3326|7184,10592235,Berman HM (2000)
2-(3-amino-2 -5 -6-trimethoxyphenyl)ethyl 5-chloro-2 -4-dihydroxybenzoate,3326|7184,10592235,Berman HM (2000)
5-[2-(4-hydroxyphenyl)ethyl]benzene-1 -3-diol,4048,10592235,Berman HM (2000)
5 -6-dichloro-1-beta-d-ribofuranosyl-1h-benzimidazole,1457,10592235,Berman HM (2000)
3-amino-azacyclotridecan-2-one,4317,10592235,Berman HM (2000)
5-chloro-n-({(5s)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1 -3-oxazolidin-5-yl}methyl)thiophene-2-carboxamide,2159,10592235,Berman HM (2000)
n-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,7298,10592235,Berman HM (2000)
n-(3 -5-dimethoxyphenyl)imidodicarbonimidic diamide,7298,10592235,Berman HM (2000)
4-hydroxy-n-propargyl-1(r)-aminoindan,4129,10592235,Berman HM (2000)
[[1-[n-hydroxy-acetamidyl]-3-methyl-butyl]-carbonyl-leucinyl]-alanine ethyl ester,4312,10592235,Berman HM (2000)
4-amino-n-[(2-sulfanylethyl)carbamoyl]benzenesulfonamide,2203,10592235,Berman HM (2000)
2-{4-[(3 -5-dimethylanilino)-carbonyl-methyl]-phenoxy}-2-methylpropionic acid,3039|3043,10592235,Berman HM (2000)
3-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,2159,10592235,Berman HM (2000)
4-{[(e)-2-(5-chlorothien-2-yl)vinyl]sulfonyl}-1-(1h-pyrrolo[3 -2-c]pyridin-2-ylmethyl)piperazin-2-one,2159,10592235,Berman HM (2000)
n4-hydroxy-2-isobutyl-n1-(9-oxo-1 -8-diaza-tricyclo[10.6.1.013 -18]nonadeca-12(19) -13 -15 -17-tetraen-10-yl)-succinamide,4316,10592235,Berman HM (2000)
4-[4-(4-chloro-phenoxy)-benzenesulfonylmethyl]-tetrahydro-pyran-4-carboxylic acid hydroxyamide,4322,10592235,Berman HM (2000)
n-hydroxy-2-[4-(4-phenoxy-benzenesulfonyl)-tetrahydro-pyran-4-yl]-acetamide,4312,10592235,Berman HM (2000)
(2e)-3-(2-oct-1-yn-1-ylphenyl)acrylic acid,246,10592235,Berman HM (2000)
5-methyl-3-(9-oxo-1 -8-diaza-tricyclo[10.6.1.013 -18]nonadeca-12(19) -13 -15 -17-tetraen-10-ylcarbamoyl)-hexanoic acid,4316,10592235,Berman HM (2000)
4-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,2159,10592235,Berman HM (2000)
(1s)-2-oxo-1-phenyl-2-[(1 -3 -4-trioxo-1 -2 -3 -4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate,836,10592235,Berman HM (2000)
(1s)-1-(3-chlorophenyl)-2-oxo-2-[(1 -3 -4-trioxo-1 -2 -3 -4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate,836,10592235,Berman HM (2000)
n-[3-(2-fluoroethoxy)phenyl]-n'-(1 -3 -4-trioxo-1 -2 -3 -4-tetrahydroisoquinolin-6-yl)butanediamide,836,10592235,Berman HM (2000)
(3s -5r -7r -8s -9s -10r)-7-(hydroxymethyl)-3-(2-naphthyl)-1 -6-dioxa-2-azaspiro[4.5]decane-8 -9 -10-triol,5837,10592235,Berman HM (2000)
(3s -5r -7r -8s -9s -10r)-7-(hydroxymethyl)-3-(4-methylphenyl)-1 -6-dioxa-2-azaspiro[4.5]decane-8 -9 -10-triol,5837,10592235,Berman HM (2000)
6-(4-{(1s -2s)-2-amino-1-[(dimethylamino)carbonyl]-3-[(3s)-3-fluoropyrrolidin-1-yl]-3-oxopropyl}phenyl)-1h-[1 -2 -4]triazolo[1 -5-a]pyridin-4-ium,1803,10592235,Berman HM (2000)
n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,4314,10592235,Berman HM (2000)
5-alpha-pregnane-3-beta-ol-hemisuccinate,3501,10592235,Berman HM (2000)
[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid,3643|3667|5594,10592235,Berman HM (2000)
(3ar -6r -6as)-6-((s)-((s)-cyclohex-2-enyl)(hydroxy)methyl)-6a-methyl-4-oxo-hexahydro-2h-furo[3 -2-c]pyrrole-6-carbaldehyde,5691|5688|5687|5686|5685|5684|5683|5682|5690|5689|5694|5692|5695|5693,10592235,Berman HM (2000)
(s)-(+)-2-[4-(fluorobenzyloxy-benzylamino)propionamide],4129,10592235,Berman HM (2000)
n~4~-(3-methyl-1h-indazol-6-yl)-n~2~-(3 -4 -5-trimethoxyphenyl)pyrimidine-2 -4-diamine,3791,10592235,Berman HM (2000)
(21s)-1aza-4 -4-dimethyl-6 -19-dioxa-2 -3 -7 -20-tetraoxobicyclo[19.4.0] pentacosane,2280,10592235,Berman HM (2000)
4-[5-(4-fluoro-phenyl)-2-(4-methanesulfinyl-phenyl)-3h-imidazol-4-yl]-pyridine,1432|5594,10592235,Berman HM (2000)
4-(4-fluorophenyl)-1-cycloropropylmethyl-5-(4-pyridyl)-imidazole,1432,10592235,Berman HM (2000)
carbobenzyloxy-(l)-leucinyl-(l)leucinyl methoxymethylketone,1512,10592235,Berman HM (2000)
1-[4-(aminosulfonyl)phenyl]-1 -6-dihydropyrazolo[3 -4-e]indazole-3-carboxamide,1017|890,10592235,Berman HM (2000)
(6e -11e)-heptadeca-6 -11-diene-9 -9-diylbis(phosphonic acid),9453,10592235,Berman HM (2000)
7-benzyl-1 -3-dimethyl-8-piperazin-1-yl-3 -7-dihydro-purine-2 -6-dione,1803,10592235,Berman HM (2000)
5-(2 -3-dichlorophenyl)-n-(pyridin-4-ylmethyl)pyrazolo[1 -5-a]pyrimidin-7-amine,1017,10592235,Berman HM (2000)
6-(2-fluorophenyl)-n-(pyridin-3-ylmethyl)imidazo[1 -2-a]pyrazin-8-amine,1017,10592235,Berman HM (2000)
3-methyl-n-(pyridin-4-ylmethyl)imidazo[1 -2-a]pyrazin-8-amine,1017,10592235,Berman HM (2000)
5-(2-fluorophenyl)-n-(pyridin-4-ylmethyl)pyrazolo[1 -5-a]pyrimidin-7-amine,1017,10592235,Berman HM (2000)
3-bromo-5-phenyl-n-(pyridin-3-ylmethyl)pyrazolo[1 -5-a]pyrimidin-7-amine,1017,10592235,Berman HM (2000)
3-bromo-5-phenyl-n-(pyrimidin-5-ylmethyl)pyrazolo[1 -5-a]pyridin-7-amine,1017,10592235,Berman HM (2000)
3-bromo-6-phenyl-n-(pyrimidin-5-ylmethyl)imidazo[1 -2-a]pyridin-8-amine,1017,10592235,Berman HM (2000)
n-((2-aminopyrimidin-5-yl)methyl)-5-(2 -6-difluorophenyl)-3-ethylpyrazolo[1 -5-a]pyrimidin-7-amine,1017,10592235,Berman HM (2000)
3-cyclopropyl-5-phenyl-n-(pyridin-3-ylmethyl)pyrazolo[1 -5-a]pyrimidin-7-amine,1017,10592235,Berman HM (2000)
(1r)-1-phenylethyl 4-(acetylamino)benzylphosphonate,3507,10592235,Berman HM (2000)
4-[(3as -4r -7r -8as -8br)-2-(1 -3-benzodioxol-5-ylmethyl)-7-hydroxy-1 -3-dioxodecahydropyrrolo[3 -4-a]pyrrolizin-4-yl]benzenecarboximidamide,2147,10592235,Berman HM (2000)
progesterone-11-alpha-ol-hemisuccinate,3501,10592235,Berman HM (2000)
(3r)-methylcarbamoyl-7-sulfoamino-3 -4-dihydro-1h-isoquinoline-2-carboxylic acid benzyl ester,5770,10592235,Berman HM (2000)
7 -8-dichloro-1 -2 -3 -4-tetrahydroisoquinoline,5409,10592235,Berman HM (2000)
(1e)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1h-pyrazol-4-yl)-2 -3-dihydro-1h-inden-1-one oxime,673,10592235,Berman HM (2000)
1-(3-bromophenyl)-7-chloro-6-methoxy-3 -4-dihydroisoquinoline,5602,10592235,Berman HM (2000)
2-[(2-methoxyethyl)amino]-4-(4-oxo-1 -2 -3 -4-tetrahydro-9h-carbazol-9-yl)benzamide,3320,10592235,Berman HM (2000)
2-hydroxymethyl-6-octylsulfanyl-tetrahydro-pyran-3 -4 -5-triol,3938|153,10592235,Berman HM (2000)
3-fluoro-n-[1-(4-fluorophenyl)-3-(2-thienyl)-1h-pyrazol-5-yl]benzenesulfonamide,5468,10592235,Berman HM (2000)
benzyl 6-benzyl-5 -7-dioxo-6 -7-dihydro-5h-[1 -3]thiazolo[3 -2-c]pyrimidine-2-carboxylate,4322,10592235,Berman HM (2000)
4-(4-styryl-phenylcarbamoyl)-butyric acid,440786|3500|3514,10592235,Berman HM (2000)
(2e)-n-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,6714,10592235,Berman HM (2000)
l-1-naphthyl-2-acetamido-ethane boronic acid,1504,10592235,Berman HM (2000)
d-1-naphthyl-2-acetamido-ethane boronic acid,1504,10592235,Berman HM (2000)
(2s)-1-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}-3-phenylpropan-2-amine,5566|5569,10592235,Berman HM (2000)
3-pyridin-4-yl-2 -4-dihydro-indeno[1 -2-.c.] pyrazole,5566|5569,10592235,Berman HM (2000)
4-{[4-amino-6-(cyclohexylmethoxy)-5-nitrosopyrimidin-2-yl]amino}benzamide,1017|890,10592235,Berman HM (2000)
(5r)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1 -3-thiazol-4-one,4301,10592235,Berman HM (2000)
2-[(1s)-1-benzyl-2-sulfanylethyl]-1h-imidazo[4 -5-c]pyridin-5-ium,4311,10592235,Berman HM (2000)
3-[(3-(2-carboxyethyl)-4-methylpyrrol-2-yl)methylene]-2-indolinone,2260,10592235,Berman HM (2000)
2-amino-5-[3-(1-ethyl-1h-pyrazol-5-yl)-1h-pyrrolo[2 -3-b]pyridin-5-yl]-n -n-dimethylbenzamide,25,10592235,Berman HM (2000)
6-{[6-(1-methyl-1h-pyrazol-4-yl)[1 -2 -4]triazolo[4 -3-b]pyridazin-3-yl]sulfanyl}quinoline,4233,10592235,Berman HM (2000)
2-({2-[(3r)-3-aminopiperidin-1-yl]-4-oxoquinazolin-3(4h)-yl}methyl)benzonitrile,1803,10592235,Berman HM (2000)
1-(3-hydroxypropyl)-2-[(3-nitrobenzoyl)amino]-1h-benzimidazol-5-yl pivalate,51135,10592235,Berman HM (2000)
5-(4-methoxybiphenyl-3-yl)-1 -2 -5-thiadiazolidin-3-one 1 -1-dioxide,5770,10592235,Berman HM (2000)
1 -2 -5-thiadiazolidin-3-one-1 -1-dioxide,5770,10592235,Berman HM (2000)
tert-butyl 2-cyano-2-methylhydrazinecarboxylate,1513,10592235,Berman HM (2000)
4-[(1s -2r -5s)-4 -4 -8-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol,10499|2099,10592235,Berman HM (2000)
5'-deoxy-5'-piperidin-1-ylthymidine,6035,10592235,Berman HM (2000)
6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1 -5-a]pyrimidine,90|2280,10592235,Berman HM (2000)
n-[(4-methoxyphenyl)sulfonyl]-d-alanine,4321,10592235,Berman HM (2000)
tributylstannanyl,6256|10499,10592235,Berman HM (2000)
3-(2 -6-difluorophenyl)-2-(methylthio)quinazolin-4(3h)-one,5150,10592235,Berman HM (2000)
6-methyl-2(propane-1-sulfonyl)-2h-thieno[3 -2-d][1 -2 -3]diazaborinin-1-ol,1666,10592235,Berman HM (2000)
(5r)-5-(4-{[(2r)-6-hydroxy-2 -5 -7 -8-tetramethyl-3 -4-dihydro-2h-chromen-2-yl]methoxy}benzyl)-1 -3-thiazolidine-2 -4-dione,1558,10592235,Berman HM (2000)
4-({(2r -5s)-2 -5-dimethyl-4-[(2r)-3 -3 -3-trifluoro-2-hydroxy-2-methylpropanoyl]piperazin-1-yl}carbonyl)benzonitrile,5164,10592235,Berman HM (2000)
(n-{4-[(ethylanilino)sulfonyl]-2-methylphenyl}-3 -3 -3-trifluoro-2-hydroxy-2-methylpropanamide,5164,10592235,Berman HM (2000)
n-(2-aminoethyl)-2-{3-chloro-4-[(4-isopropylbenzyl)oxy]phenyl} acetamide,5164,10592235,Berman HM (2000)
2-[(2' -3' -4'-trifluorobiphenyl-2-yl)oxy]ethanol,1520,10592235,Berman HM (2000)
2 -2 -2-trifluoro-1-{5-[(3-phenyl-5 -6-dihydroimidazo[1 -2-a]pyrazin-7(8h)-yl)carbonyl]thiophen-2-yl}ethane-1 -1-diol,9759,10592235,Berman HM (2000)
3-[[(methylamino)sulfonyl]amino]-2-oxo-6-phenyl-n-[3 -3 -3-trifluoro-1-(1-methylethyl)-2-oxophenyl]-1(2h)-pyridine acetamide,1990,10592235,Berman HM (2000)
2-[4-(dimethylamino)phenyl]-6-hydroxy-3-methyl-1 -3-benzothiazol-3-ium,43,10592235,Berman HM (2000)
4-(2 -2 -2-trifluoroethyl)-l-phenylalanine,8565,10592235,Berman HM (2000)
3-(hydroxy-phenyl-phosphinoyloxy)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester,3501,10592235,Berman HM (2000)
{(2z)-3-[(6-chloropyridin-3-yl)methyl]-1 -3-thiazolidin-2-ylidene}cyanamide,89832,10592235,Berman HM (2000)
benzothiazole,2147,10592235,Berman HM (2000)
thiorphan,4311,11752352,Chen X (2002)
n1-(2-amino-4-methylpentyl)octahydro-pyrrolo[1 -2-a] pyrimidine,506|498|509,10592235,Berman HM (2000)
n-(4-chlorophenyl)-1 -2 -3 -4-tetrahydroisoquinoline-7-sulfonamide,5409,10592235,Berman HM (2000)
1 -3 -5-benzenetricarboxylic acid,3039|3043,10592235,Berman HM (2000)
(chloroacetyl)carbamic acid (3r -4s -5s -5r)-5-methoxy-4-[(2r -3r)-2-methyl-3-(3-methyl-2-butenyl)oxiranyl]-1-oxaspiro[2.5]oct-6-yl ester,10988,10592235,Berman HM (2000)
(2s -3s)-3-formyl-2-({[(4-methylphenyl)sulfonyl]amino}methyl)pentanoic acid,1990,10592235,Berman HM (2000)
(2s -3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid,1990,10592235,Berman HM (2000)
(2r -6s)-6-{[methyl(3 -4 -5-trimethoxyphenyl)amino]methyl}-1 -2 -5 -6 -7 -8-hexahydroquinazoline-2 -4-diamine,1719,10592235,Berman HM (2000)
2-(2-{2-[(biphenyl-4-ylmethyl)-amino]-3-mercapto-pentanoylamino}-acetylamino)-3-methyl-butyric acid methyl ester,4314,10592235,Berman HM (2000)
6-chloro-3-(dichloromethyl)-3 -4-dihydro-2h-1 -2 -4-benzothiadiazine-7-sulfonamide 1 -1-dioxide,760,10592235,Berman HM (2000)
trazeolide,3514,10592235,Berman HM (2000)
3'-thio-thymidine-5'-phosphate,7155,10592235,Berman HM (2000)
trans-(1s -2s)-2-amino-1 -2 -3 -4-tetrahydronaphthalen-1-ol,5409,10592235,Berman HM (2000)
9-acetyl-2 -3 -4 -9-tetrahydro-1h-carbazol-1-one,1387,10592235,Berman HM (2000)
ethyl hydrogen diethylamidophosphate,590,10592235,Berman HM (2000)
2-(hydrazinocarbonyl)-3-phenyl-1h-indole-5-sulfonamide,760,10592235,Berman HM (2000)
1 -2 -5 -8-tetrahydroxyanthracene-9 -10-dione,1457,10592235,Berman HM (2000)
1-(2 -5-dideoxy-5-pyrrolidin-1-yl-beta-l-erythro-pentofuranosyl)-5-methylpyrimidine-2 -4(1h -3h)-dione,6035,10592235,Berman HM (2000)
4-[(3r)-3-{[2-(4-fluorophenyl)-2-oxoethyl]amino}butyl]benzamide,1803,10592235,Berman HM (2000)
4-[(5-isopropyl-1 -3-thiazol-2-yl)amino]benzenesulfonamide,1017,10592235,Berman HM (2000)
(20s)-19 -20 -21 -22-tetrahydro-19-oxo-5h-18 -20-ethano-12 -14-etheno-6 -10-metheno-18h-benz[d]imidazo[4 -3-k][1 -6 -9 -12]oxatriaza-cyclooctadecosine-9-carbonitrile,2342|2339,10592235,Berman HM (2000)
(6e)-7-{6-[(1e)-oct-1-enyl]-2 -3-diazabicyclo[2.2.1]hept-2-en-5-yl}hept-6-enoic acid,5740,10592235,Berman HM (2000)
(20s)-19 -20 -22 -23-tetrahydro-19-oxo-5h -21h-18 -20-ethano-12 -14-etheno-6 -10-methenobenz[d]imidazo[4 -3-l][1 -6 -9 -13]oxatriazacyclonoadecosine-9-carbonitrile,2342|2339,10592235,Berman HM (2000)
n-(5-isopropyl-thiazol-2-yl)-2-pyridin-3-yl-acetamide,1017,10592235,Berman HM (2000)
(4-ethylphenyl)sulfamic acid,5787,10592235,Berman HM (2000)
rel-(9r -12s)-9 -10 -11 -12-tetrahydro-9 -12-epoxy-1h-diindolo[1 -2 -3-fg:3' -2' -1'-kl]pyrrolo[3 -4-i][1 -6]benzodiazocine-1 -3(2h)-dione,1111,10592235,Berman HM (2000)
n-[(1-chloro-4-hydroxyisoquinolin-3-yl)carbonyl]glycine,54583|3091,10592235,Berman HM (2000)
undecan-2-one,55856,10592235,Berman HM (2000)
ubiquinone-1,6391|6389|6392|6390,10592235,Berman HM (2000)
ubiquinone-2,4519|29796|7381|7384|7386|10975|7388|27089|1537|7385,10592235,Berman HM (2000)
ethyl 3-[(e)-2-amino-1-cyanoethenyl]-6 -7-dichloro-1-methyl-1h-indole-2-carboxylate,1198|1195,10592235,Berman HM (2000)
d-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,1504,10592235,Berman HM (2000)
l-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,1504,10592235,Berman HM (2000)
9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3' -2':4 -5]pyrrolo[1 -2-c]pyrimidin-4-ol,1017|890,10592235,Berman HM (2000)
3-(4-nitrophenyl)-1h-pyrazole,27306,10592235,Berman HM (2000)
5-{2-[1-(1-methyl-propyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-2-methylene-cyclohexane-1 -3-diol,5469|7421,10592235,Berman HM (2000)
4-(2-aminoethoxy)-n-(3-chloro-5-piperidin-1-ylphenyl)-3 -5-dimethylbenzamide,5328,10592235,Berman HM (2000)
1-tert-butyl-3-(3-methylbenzyl)-1h-pyrazolo[3 -4-d]pyrimidin-4-amine,818,10592235,Berman HM (2000)
3-[(1r)-1-(2 -6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1h-pyrazol-4-yl)pyridin-2-amine,4233,10592235,Berman HM (2000)
12-(2-hydroxyethyl)-2-(1-methylethoxy)-13 -14-dihydronaphtho[2 -1-a]pyrrolo[3 -4-c]carbazol-5(12h)-one,4293,10592235,Berman HM (2000)
6-(5-bromo-2-hydroxyphenyl)-2-oxo-4-phenyl-1 -2-dihydropyridine-3-carbonitrile,5292,10592235,Berman HM (2000)
4-[3-(4-chlorophenyl)-2 -1-benzisoxazol-5-yl]pyrimidin-2-amine,5292,10592235,Berman HM (2000)
