drugName,entrezGeneIds,pubmedId
darbufelone mesylate,367,
pyrrolo[2 -3-d]pyrimidine derivative 3,4914,
gw795486x,7525,
ditolylguanidine,26986|7253,
alfadex,2099,
imidazo bicyclic iminium derivative 5,6608,
chembl2109539,255738,
pmid25399762-compound-table1-c18,4129,
nsc-302042,994,22524450
chembl1835207,5743,
sj000167432,2740,
dm-199,3643,
chembl3545397,5293,
il-4r,3565,
us8524917 - 60,1903,
mmv006787,3757,
pmid25399762-compound-table 6-15,1776|4129,
cf602,140,
pyrazolo[1 -5-a]pyrimidine derivative 2,1268,
pc4 (topical formulation,596,
bibh 1,2191,
sk&f-82958,10919|1812,
chembl3545355,2100|2099,
chembl711,79001,
hydroxyzine hydrochloride,9682,
chembl1200976,7153,
chembl676,2224,
cid 2093195,4864|7157|10919,
chembl2106068,1909,
amg-714,3600,
biricodar,5243,
abbv-3067,1080,
piperidinyl pyrazole derivative 4,5547,
pmid25980951-compound-42,329|331,
chembl1742986,8741|10673,
roclatan,6093,
cenegermin,4804,
saxadapa fdc,1803|6527,
biapenem,367,
chembl45305,3350,
abt-308,3598,
og987sc,2740,
pmid29649907-compound-41,9971,
butaclamol,1812|2475,
imidazole derivative 6,1268,
mm-302,2064,26759238
evt302,4129,
indole carboxamide derivative 1,5027,
psc 833,5243,9446255
darglitazone,4780,
chembl1201182,2280,
chembl1201533,7253,
levomilnacipran,6532|6530,
chembl3545401,2321|5159|2324|3791|5156,
pmid25553724-compound-wo2011127048 33,4791,
anx-042,4883,23694773
kb004,2042,
chembl596802,1813,
gnf-pf-134,10919,
hpp-854,23621,
stilbamidine,3276,20666457
chembl1090173,1432,
glycitein,2099,16038533
imidapril,183|1585|624,25143324|16765146|12522467
premarin,5054|5741,8888658|2850907
benzothiazepine analog 12,23476,
benzoxathian,410|1812,
gsk1023156a,7525,
orm3,1133,
pmid28454500-compound-10,50865,
aminoguanidine,729230|4843,
us8933095 - 18,51166,
pmid26004420-compound-us20140336177d,3758,
indirubin derivative 2,2931,
pmid26560530-compound-11,7052,
ibopamine hci,1813,
tcmdc-123523,3757,
chembl1743056,4049,
cynaropicrin,5970,23232059
vitamin b-complex with vitamin c,2539,
sj000191886,247|1557|1544,
biib 028,3320,
tgn 1412,940,
fendrix,220972,
narasin,367,
chembl1201821,2263,
etonitazene,367,
s-prant,5241,
daucosterol,2932,19716700
isochroman-4-ketone derivative 1,43|590,
ilepatril,1636|4311,
ct-1578,1576,22339472
agn-2979,7166,
tcmdc-123661,3757,
pmid26815044-compound-93,7299,
ae-08,6490,
pyrazolodiazepine derivative 1,7052,
pmid25514969-compound-9,10858,
chembl1701,4988,
pmid28870136-compound-48,4907,
tt-301,3553,22131899
relacatib,1513,
ict-121,8842,25691822
binuclear gold(i) compound 3,7296,
mk-2578,2056,
tcmdc-124555,3757,
chembl3544909,7421,
carboxamide derivative 1,1268,
chembl522302,6697,
neostigmine bromide,1557|1544|1565|1559|1576,22931300
sphondin,3028,
chembl1615369,2147,
pyrrolo[2 -3-b]pyridine derivative 1,4914,
dapirolizumab pegol,959,
lgd-5552,2908,18032610
pmid29671355-compound-12,9759,
chembl1654,2224,
benzazepine derivative 6,3358,
chembl1743057,7124,
fremanezumab,10203,
vantictumab,324|1499,22753465
methyleugenol,4780,
azd-3199,154,25709399
hpp404,11255,
parecoxib,5743|4057,
im19,930,
nociceptin,4987,
act-128800,1901,
abt-874,3593,
chembl1200890,4988,
abt-165,54567|7422,
votucalis ophthalmic,55806,
pyrrolo[2 -3-d]pyrimidine derivative 29,695,
phenacylamine hydrochloride,134864,
xr-9544,9429|5243,26197160
pmid27998201-compound-24,1508,
tcmdc-124482,2629,
gsk1144814,6869|6870,
besipirdine,148,
makaluvamine e,7153,8691207
incb3284,729230,
fbs-0701,3043,
chembl1200515,6571,
gsk1795091,7099,
pmid26815044-compound-125,7299,
chembl1933349,2642,
daruisoline,3757,22974355
c225,3576,10037173
chembl1200927,3269,
ae37,2064,
kb-004,2042,
g-202,2346,
furfural,367,
chembl3133037,6608,
nsc-747266,367|4780,
quinazoline derivative 5,706,
chembl3301577,8325,
algenpantucel-l,2592,24343588
calcidiol,7421|120227,26661839
oxadiazon,4780|367,
gnf-pf-633,10919,
pmid27376512-compound-mtc-424,1788|1786|1789,
sa4503,10280,
hqk-1001,3043,
dexamethasone valarate,367,
bdbm50080570,1903,
pmid28454500-compound-9,50865,
chembl1256717,887,
acetylcholine chloride,60482,
s(+)-raclopride l-tartrate,10919|3757,
adavosertib,7465,23270927|24305702
chembl3544998,1432,
limonin,367,
or,2099|2064,
gsk1614235,6523,
mmv000634,6311,
bdbm50434165,29952,
pmid25726713-compound-58,6608,
l-arginine,4846,26385052
asp8497,1803,
benzothiazepine analog 7,706,
chembl117785,6571,
chembl1201149,4988|4986|4985,
tesaglitazar,5465|5468,
quinoline derivative 16,3156,
articaine,2539,
ly-2463665,1803,
aee-788,2261|2263,
ad-03,351,24353405
promegapoietin,7066,11602319
tm30339,5540,
sj000240587,10919,
gw828525x,7525,
pmid29473428-compound-54,3620,
chembl1201044,148,
chembl2346976,367,
mibefradil dihydrochloride,367|3757|3064|387129,
chembl1822792,4233,
nsc-47762,3276,20666457
xmt-1522,2064,
benzo[def]chrysene,51053|196,14684315
lomatin,3028,
de-117,5732,
chembl2107860,2740,
tiotidine,1565|1576,
tgaac94,7124,
heterocyclic derivative 2,2915,
chembl1272,3767|6833,
cytosine arabinoside,3084|978,2676043|14744791
chalcone derivative 3,50865,
isopropamide iodide,9682|58190,
pmid28454500-compound-93,50865,
chembl1531,5241,
lactimidomycin,1938,20118940
chembl3545352,6338|6337|6340,
iwr-1,324,28179481
atr-107,50615,
chembl3039507,6523|6524,
pyrazole derivative 54,1268,
pmid25666693-compound-124,7442,
muc1-poly-iclc,4582,
mmv001241,3757,
bas-0338868,26054|57337|836,
chembl1743005,958,
chembl1200622,7421,
anticonvulsant drugs,6462,9821980
omipalisib,4893,23431193
sphinx scaffold - 3,6732,
chembl2103829,4988|9|3064,
azd5658,2645,
chembl1201008,2224,
mem 63908,1139,
pmid29649907-compound-22,9971,
spermine tetrahydrochloride,7334,
pmid28454500-compound-11,50865,
carbamate derivative 15,11343,
metocurine,1135,
pmid29473428-compound-72,3620,
sotorasib,3845,31666701|31239544|31776128
vegfrecine,2321,
pmid25399762-compound-table1-c10,4129,
beta-phenyl-alpha -beta-unsaturated carbonyl derivative 13,7299,
chembl1200444,154,
chembl1164729,7498,
ro-4746092,6869,22574973
chembl2109591,6976,
pmid26882240-compound-1,29072|2146,
cirsimaritin,2629,
khk-6188,1269,
chembl2108720,7292,
chembl1795072,774,
n6-benzyladenosine,7157,
remacemide hydrochloride,29994,
pmid29473428-compound-47,3620,
aryl urea derivative 1,2166,
imc-3c5,2324,22515444
chembl2107384,1234,
chembl1200516,2798,
desacetyl salannin,3320,
syd985,2064,25589493|27256376
imidazo triazine derivative 5,5138,
thrombolytic agent,5054,11041123
cd19.car-t cells,930,
chembl3402762,4233,
clm3,673,24423321
chembl405130,3718,
dndi1267127,367,
st. john's wort,8856,
dwp-05195,7442,
lidocaine and tetracaine,2539|1727,
mytomycin c,79728,
tcmdc-124066,10919,
cap7.1,7153,
diplamine b,4193,18977148
tcmdc-124166,7157|6311|2475,
cx-072,29126,
aimpila,3303,
n-(3-chlorophenyl)picolinamide,2916|2914,
quinazoline derivative 14,5979,
caprospinol,351,
carbamide derivative 22,7422,
chembl2107857,3953,
ym-598,1909,21232046
us8536181 - c17,54583,
dichlorodiphenyldichloroethylene,6097|1576|4780,
pyrrolidinyl urea derivative 11,4914,
carbogen,7298,12915890
mmv006656,3757,
gsk-466317a,7525,
sphaeropsidin a,6311|3417,
ed-71,7421,
metrazoline oxalate,390245|10919|9682,
aziridine,3558,17197726
aldisin,5770,21696953
pmid25553724-compound-us2012832440110,4791,
flurochloridone,367,
tcmdc-124280,51053,
egs-21,3643,
propylene glycol,1544,7479582
pmid27967267-compound-51,43,
pmid25726713-compound-42,6608,
benzothiazole analog 3,7299,
beta-adrenergic blocking agent,2922,3106128
n-methylmethanesulfonamide derivative 1,7297|3716|3718,
pmid27539678-compound-14,8877,
bas-8770954,5292|9682,19179076
plevitrexed (r)-isomer,7298,
ym443,43,
c326,3569,
tcmdc-124055,4137,
rg1577,4129,
ly-2979165,2912,
skf-62604,7525,
chembl386630,367,
dihydropyrimidinone derivative 1,1991,
terpyridineplatinum(ii) complexe 3,7296,
us10053465 - 8,7301,
imidazo[1 -2-b]pyridazine derivative 4,4914,
monoamine oxidase inhibitor,5617,8139373
mk-4618,155,
chembl89598,18,
gnf-pf-77,3064,
levoleucovorin,22943,25788273
isoxazole-based bicyclic compound 14,92737,
bay 1436032,3417,
anx005,716,
gdnf,5594|3308,15289335|9618697
amg 119,10683,
hyperthermic intraperitoneal chemotherapy,1956,20942962
u-99363e,1815,
yydjclcsbycsco-uhfffaoysa-n,1903,
thr-18,5054,
us20160326143 - 28,4056,
gnf-pf-4857,3757,
bicyclic hexapeptide derivative 1,6608,
cere-110,4803,
chembl1395,367,
pmid25726713-compound-21,6608,
gz402671,7357,
fospirate,4780,
anandamide,7421|2166|216,21899370
aryl pyrimidine derivative 2,8564,
pmid27774824-compound-figure8example22,3717,
sun13834,1215|5141,
benzoic acid linked peptide analog 6,7299,
chembl206834,25|4067,
chembl2109286,930,
chembl1200670,185,
chembl3545383,5604|5605,
pmid28766366-compound-scheme27leucettinel41,1859,
us8937193-compound-6b,597,
gamma-cyhalothrin,4780,
nrm8499,351,
clorotepine,10951|6311|1812,
mmv665929,3757,
chembl2107754,3356,
dasabuvir,282617,
ds-7309,2645,
ic9-car19 cells,930,
chembl2109544,5159,
isoginkgetin,4137,
ngr-htnf,290,
ta-8995,1071,
tcmdc-124620,3757,
mazapertine succinate,1813|3350,
pmid25991433-compound-h2,5599,
evinacumab,27329,
fluorinated donepezil derivative 2,43,
hernandezine,7421,
alpha-cypermethrin,216,
chembl2103862,11255,
nn-8226,50604,
imidazo triazine derivative 4,5138,
chembl3544949,7852,
spi-205,4804,
gw434756x,7525,
ds-3032,4193,
chembl3707446,6403|6401|6402,
pmid26161824-compound-68,1268,
bay1082439,3845|5290,
folinic acid,4072,10470170
oxabolone cipionate,367,
plitidepsin,5538,25867045
gsk1440115,2837,23641215
cefonicid sodium,367,
emd1214063,4233,
cbdca,2729,11911273
pmid29338548-compound-45,6536,
edp-322,5243,
phomopsin a,203068,19072542
chembl3545279,5468,
ypeg-somatropin,2688,
chembl1743063,3082,
methidathion,367,
tki258,2261,
cortisone,3736|5539|3074|5320,18806782|6142561|7388056|3503494
interferon alpha 5,3442,
vu0365137,1131,
urocortin 2,1395,
indoline derivative 1,590|43,
pyrazole derivative 30,1268,
pridinol,1565,
pmid29338548-compound-28,6536,
tetra-hydro-imidazo[1 -5-d][1 -4]oxazepin-3-yl derivative 2,2912,
lb-30870,2147,
dl-017,146,
chloroacetoxyquinoline,390245,
boric acid,2099,
obovatal,4313,17428670
bdbm50379214,10188,
flavonoid derivative 7,1020,
carmofur,1576,
nav-2729,2776,27265506
deleobuvir,101180976|282617,23944300
chembl2107341,2100|2099,
chembl3544957,2908,
carbamate derivative 17,11343|2166,
clazosentan,1909,
chembl1200749,6329,
iph4102,3812,
fenitrothion,7421,
mebeverine,1133,
chembl3545177,6714|25,
quinazolinedione derivative 3,142,
atu-027,29941,
blonanserin,1813|3356,
theonellasterol d,8856,21428459
pmid25980951-compound-19,329|331,
pyrimidine derivative 18,1776,
linaclotide,2984,
amlodipine besylate,367,
cetuxmab,673,23792568
pmid28394193-compound-42,2146,
pyrrolo[1 -2-c]pyrazole derivative 1,3620,
bay-1902607a,5024,
chembl61593,6559,
ign101,4072,
imidazopyridazine derivative 2,3718|3716,
chembl1200803,1129|1131,
pmid29649907-compound-23,9971,
xmab 5871,930|2213,
altanserin,1576|3248,
quinazolinone derivative 2,3614,
benzimidazole derivative 12,9536,
benzisoselenazolone difluorocytidine derivative 1,7296,
igmesine,5265|10280,
opc-14117,653509,
pactimibe,1066,
atu027,29941,
krc-00509,4233,26801760
chembl3545141,5293|5294,
tcmdc-124051,8321,23453073
pyrazolo[1 -5-a]pyrimidine derivative 14,4914,
d-3263,79054,19680529
potassium oxonate,7498,16182482
topoisomerase i inhibitors,1956|91607,18652519|26555224
gentamycin,6390,11477914
diamyd,2572,
pyrrolo[2 -3-d]pyrimidine derivative 1,6195,
calcitonin human,799,
pmid28074661-compound-us20120264760c80,3614,
tipelukast,5139|240,
recombinant pegylated acetylcholinesterase,43,
tricyclic indole compound 12,706,
ly2875358,4233,
fgll,4684,
isoquinoline sulfonyl derivative 1,6093,
antiarrhythmics - class i and iii,3767,
ly3009104,3716|3717,
chembl406381,2324|2321|3791,
aprindine hydrochloride,367,
chembl3545354,5347,
valbenazine tosylate,6571,
inecalcitol,7421,
retro-inverso peptide,1493,11418697
us10034861 - example 164,5153,
ziv-aflibercept,7423|5281|7422,
isosorbide-5-mononitrate,4881,
trpc4 and trpc5 inhibitor,7223|7224,
phenyl salicylate,367,
tofacitinib citrate,3718,
chembl118,5743,
sar3419,930,
chembl450940,2100,
gsk-1827771,7850,
imidazo[1 -2-b]pyridazine acetamide derivative 4,706,
pmid28394193-compound-figure3biii,2146,
a-substituted phenylpropionic acid derivative 1,5468,
five-membered heteroaromatic compound 2,3620,
prolanta,5618,
citronellyl acetate,246,
phytosterols,1593,11398149
indeloxazine,4129,
chembl1200813,153,
isis-sglt2rx,6524,
chembl2108575,6402,
high dose chemotherapy,2322,
mivacurium chloride,590,
bay1193397,152,
hydroxyqunoline analog 5,390245,
chembl1201156,9|3064,
chembl261244,64805,
pmid29334795-compound-57,11255,
chembl3545336,4233,
pmid26882240-compound-15,29072,
thioguanosine triphosphate,7172,26332308
fenarimol,367,
chembl3545000,207|10000|208,
chembl1200817,4988,
chembl3545173,5914|5916|5915,
ra101495,727,
rhtpo,5788,11944912
isoflavone derivative 4,6608|2735,
chembl545437,155,
gnf-pf-521,4137,
tricyclic indole compound 13,142,
pmid27376512-compound-table1example11,1786,
basic fibroblast growth factor,2516|6513,17161193|15924676
xtoll,3336,
medusa il-2,3558,
chembl1201192,6531,
polyoxidonium,220972,
alo-1567,231,
chembl3039582,6344,
phencyclidine hydrochloride,4988,
bgb-3112,695,
pyridopyrimidine derivative 1,5609,
nimustine,10919,
av-965,3350,
rel-bendigole d,2908,21684166
us8524917 - 11,1903,
chembl877,5340,
asp-7147,2925,
heteroaryl-azepine derivative 13,3358,
chembl562668,1268,
gsk961081,154,
heterocyclic-substituted 3-alkyl azetidine derivative 1,1268,
sb-559448,4352,
timolol maleate,7124,12219997
pgl2001,412,
platinum agent,672|79728|675,22711857|22406760
mecasermin rinfibate,3480,
pmid25399762-compound-table1-c22,4129,
chembl1200837,153,
chembl1138,29881,
rg7893,6335,
ck-2017357,7125,
vidupiprant,11251,
agt-182,3643,
dibucaine hydrochloride,390245|4780|51053,
tricyclic indole compound 10,706,
chembl1084617,3356,
rifamycin sodium,367,
chembl570,1813,
ast-008,54106,
gsk2245035,51284,
sj000079774,216|4137,
chembl1743007,952,
tetra-hydro-pyrazolopyrazine derivative 3,2915,
maleic acid,10873|9682,19595601
chembl3545271,135|10846,
bispecific antibodies,1493,10048973
bcma car-t,608,
pyrazolo[1 -5-a]pyrimidine derivative 27,4914,
azetidine derivative 4,1268,
pmid29324067-compound-38,4129,
interleukin 2,3560|3559|3561,
chembl2110368,9,
nbi-56418,2798,
cyc-800,5347,
chembl1201643,3643,
neihulizumab,6404,
pmid27774822-compound-figure7example63,3717|3716,
chembl57242,185,
hev-239,220972,
k252a,4233,12118367
pmid28870136-compound-62,4907,
dihydroxyaluminium,7134,
xmab-20717,5133,
tt-173,2152,
echinomycin,3073,
abscisic acid,4780,
diethyl-2-pentadecylmalonate,1387,21292492
englitazone sodium,5468,
xr-5944,7155,
ontuxizumab,57124,
pinoresinol,29127,
isoxazole-based bicyclic compound 13,92737,
cr-3465,10800,
cryptochinone b,9971,25127166
medi1341,6622,
us10030004 - compound 33,91,
gw581744x,7525,
pmid28454500-compound-58,50865,
mebutamate,2567,
gnf-pf-1260,200316|60489,
tcmdc-125103,4088,
perseitol,328,
ethamsylate,10919|3091|3028,
mbg453,84868,
dihydrothieno [2 -3-e]indazole derivative 2,9641,
chembl2104987,9340,
kx-02,6714,
adl-5859,4985,
pmid25666693-compound-94,7442,
chembl3545392,4306,
pmid25399762-compound-table 7-veratraldehyde,4129,
dp-vpa,18,
chembl3544914,1080,
calothrixin b,7150,19203291
mln8054,6790,
oregovamab,94025,
chembl1200600,2908,
sj000291864,8912,
gnf-pf-2906,3064|3417|4286,
mistletoe lectin,1432|3558,11690563|11576848
n-alkylamide derivative 1,2915,
canfosfamide,2950,
mmv274073,3757,
yescarta,930,
chembl1200327,10280,
ramatroban,11251|4154|4221|6915|4297,
methotrexate sodium,1719,
nsc-50650,2778,
gs-9876,6850,
gsk1210151a,23476,25559428
chembl1200807,5241,
ethylenediamine,2099,
pyrazole derivative 31,1268,
mb-101,3598,
chembl1201609,4158,
pmid27774822-compound-figure1example20,3716|3718|3717,
am-152,1902,
talniflumate,1179,
anti-cd30 car t cells,943,
us9522888 - 695,1903,
thiazole carboxamide derivative 23,5163,
intravenous minocycline,142,
cart-19 cells,930,
xp-21279,1813,
benzene sulfonamide derivative 1,8564,
indisulam,768,
chembl1201635,3643,
he3235,1421|367,
azd-8848,51284,
five-membered heteroaromatic compound 3,3620,
somatostatin,6753,21806016
granexin gel,2697,
pmid27744724-compound-28,4170,
pmid26924192-compound-20,23476,
chembl1743088,931,
flurpiridaz f 18,51079,
immunomodulating agent,4353,9090443|11417179
chembl2107777,554,
bas 8770945,5292,19179076
chembl3039502,5294|5293,
phenylpyridine derivative 2,1025,
pmid29649907-compound-39,9971,
rg7935,6622,22355802
tcmdc-125150,51053|4286,
amlodipine / atorvastatin / perindopril arginine,10599|2539,
chembl1742999,6347,
chembl198877,2100,
gnf-pf-1339,6311|3417,
lc-1,4791,20669221
blz-100,4318|1178,
ruboxistaurin,572|5579,18077363
chembl1200707,1813,
it-101,29072,22081768
castanin,5650,
chembl3545430,1956,
chembl257978,148,
zen-3694,92737,
n-substituted pyrazole derivative 1,2912,
beta-phenyl-alpha -beta-unsaturated carbonyl derivative 4,7299,
nsc-34937,5168,20349977
pmid25666693-compound-28,7442,
phenylsulfonyl derivative 1,11255,
gsk690,861,26837761
pmid25980951-compound-5,329|331,
l-glutamine,3481,14746834
biib 015,6997,
pmid27967267-compound-7,43,
anabolic steroid,2678|4023,10336050|12943056
tlouidine sulfonamide derivative 1,29072,
col-3,4313|4318,
osm-s-31,29994,
imidazo[1 -2-a]pyridine derivative 1,2915,
cc-90010,92737,
lipidyl pseudopterane d,5770,19061360
tetra-iodophenolphthalein,554,23437772
sj000217742,3757,
bmy-7378,3757,
ro-318220,4137|5594|246,
vadastuximab talirine,945,
vanadate,487,
pmid25991433-compound-a5,5601|5599,
cholestan-3beta -5alpha -6beta-triol,4864,23830695
anti-vegfr2 cd8 cell therapy,925|3791,
ssr-180575,706,
pnu-120596,1139,17470817
pyrimidinyl compound 4,29110,
lgd-6972,2642,25537454
antistasin,2159,
streptomycin,4549|10919,18830133|16875663|9164619|19682603|16631122|21495045|16458854|12031626|16375862|9831149|17637808|22475488|11857751|27397648|9779807|7689389|20111055|9111378|27427311|17698030|11313749|20416460|16168391|24703164|9950117|21504270|11174059|8285309|18790089|15917167|20353758|16955413|16380089|14699607|17999439|14755216|17341440|19376484|15708009|25515069|15555598|11079536|17434445
triptorelin pamoate,114814|2798,
emd 1214063,4233|7157,26358474|23553846
gdc-0425,7157|1111,27815358
jcarh125,608,
us8598210 - table xv - 4,54583,
gw572401x,7525,
yessotoxin,2993,18947999
iodophenpropit,1544|1576,
cct-018159,3320,
fused aryl carbocycle derivative 9,27346,
chembl1201581,7124,
mahanimbine,4137,
d4t,1841|1437|3627,15134538|2538549|11141242
epcam-targeted car-t cells,4072,
adl5859,4985,
adr-851,3359,
isoquinoline derivative 2,1269,
bromosulfophthalein,2938,22849615
pmid30185082-compound-53,27346,
hydrazine,1544,6873627
phenethyl phenylcarbamate,23435,
sj000290236,114548,
pmid26413912-compound-84,2166,
pmid26004420-compound-us20140142115b,3758,
berkeleyamide b,4314|834,18330993
nobiletin,1576,
pmid25666693-compound-158,7442,
pf-3893787,59340,
pmid27109571-compound-15,2167|2171,
glyx-13,2902,
chembl3544922,84894,
chembl1200692,185,
orvepitant,6869,
chembl2108501,1048,
pmid27998201-compound-15,1520|1513,
fomocaine,51053,
chembl3137313,4988,
methabenzthiazuron,4780|196,
sp600125,7157,22438244
terpyridineplatinum(ii) complexe 4,7296,
chembl1529,1128,
bay1895344,545,
eloctate,2157,
chembl2108702,7015,
triazolo-pyridine derivative 2,5138|10846,
cd19 car gene transduced t lymphocytes,930,
pregnenolone sulfate sodium,3417,
pmid25666693-compound-95,7442,
sbi-087,931,19604259
sb-334867,1544|1565,
chembl1200831,1636,
us9340511 - 6,54583,
isoflavone derivative 8,2735|6608,
chembl2108341,10400,
loxapine succinate,3757,
sj000290256,134864|10919,
chembl3087515,2915,
antiinflammatory drugs,5328|1588,12234061|15687328
aminopyrimidine derivative 7,29110,
aminocyclopentenone compound 3,23476,
pmid27977313-compound-29,7296,
pmid10498202c1,1509,
isis 353512,1401,
rh-alphaglucosidase,8972,
