drugName,entrezGeneIds,pubmedId
lansoprazole sulfide,1576|1544|1559|1565|1557,
recombinant gm-csf,1438,
mln 8237,6790,
fgf3,6187,16263090
secramine a,998,16408091
chembl1200509,2798,
benzylacetone,216,
dodecyl gallate,367,
liposomal encapsulated paclitaxel (lep),203068|596,
ct-2584,9468,
chembl2095212,155,
aezs-123,2693,
liranaftate,367,
sgn-cd33a,945,
valganciclovir,5243|10257,27402191
hmn-214,1029,25156567
ergot alkaloids,1621|3356|1312|4988|1813|627,25096645
spc/enz2968,3091,
sar-156597,3566|3565|3596,
edaravone,1544|7421|216|1576,
hts-05056,4137,
hbi-3000,796,
n-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 3,1268,
pmid26560530-compound-27,7052,
benzodihydroisofuran derivative 4,5547,
vx-150,6336,
mgcd516,4233|5979,
lactam derivative 1,8694,
ckd602,7150,
ethynyl compound 3,2915,
chembl2106710,151|150|152,
anti-cd19-car t,930,
piperazine carbamic compound 5,11343|57406,
tcmdc-125518,216,
immunoglobulins,79934|80271,21987091
isoxazole-based bicyclic compound 17,92737,
antihypertensives,4846|2869|116449|5789|490,18425130|21127457|28222112|25385345
b27pd,6295,
lomerizine,774|6331|51053,
chembl1405,2099,
retusin,9429,23851114
iofolastat i-124,2346,
adv-1002401,2645,24858947
chembl3833344,7153|2064,
metildigoxin,367,
pmid28270021-compound-wo2010077680 481,4914,
pmid25666693-compound-121,7442,
pyrazole derivative 32,1268,
chembl3544947,6697,
ssr-240612,623,17618300
aromatic bicyclic compound 1,6714|3717,
dna vaccine,4072|7157|3574|4102|941,15382049|16751417|10973449|15750833|10841077
pmid26560530-compound-26,7052,
low dose iti-007,3356,
pyrazole derivative 12,1268,
sb-739452,7525,
bnc375,1139,
gnf-pf-4384,10919|7421|11201,
pf-03084014,4851|4855|4854|4853|351,26202948|25564152|23868008
chembl1473,2908,
ingap peptide,5209,15492571
pmid28870136-compound-55,4907,
sun n4057,3350,
anti-cd19 car-t cells,930,
ns-2028,1544,
azd6244 - arry-142886,5605|5604,
amidepsines,8694,
pmid28766366-compound-scheme25-2,9149|1859,
n-phenyl-pyrimidin-4-amine derivative 1,1017|1025,
rwj-671818,2147,
pmid29130358-compound-lonimacranthoidevii,4313|4318,
sertaconazole nitrate,29994|3320|6311|10919|9682,
cudraflavone b,6311|5970,24901948
thiazole carboxamide derivative 8,5163,
aclarubicin,6606|7155|1437,11734549|7689127
pmid28766366-compound-scheme9eht6840,1859|9149,
levalbuterol,154,
relamorelin,51738,
irsogladine maleate,11201,
pmid25666693-compound-27,7442,
prochlorperazine maleate,29994,
bromperidol,5243|1576|1565|1813,15694263|28673279|11505224|17105675|18926547|9858029|15830237|16513877|20194480|9918131
nsc-102029,1576|3028,
gnf-pf-4668,1559|1557|1544,
acridone,51053|2548,
sj000260214,4088|23435,
triacetylresveratrol,1576|7157,
pazopani,2321|2324|5156|3791|5159,
spd-557,3360,
arbidol,10919,
acetoside,51426|9682|11201,
synthetic conjugated estrogens,2099|2100,
pmid26004420-compound-wo2013039802a,3758,
pmid26666870-compound-16,2735,
azole derivative 7,8694,
sch-1359113,23621,
noradrenaline,3091|5965|3028|390245,
oxyquinoline,4088|6097|367|29994|4780,
chembl1201620,2690,
famciclovir,1437,10522033
carboxymethoxylamine,10919,
dimethindene,3269,
papaveroline,3028|1565,
nakijiquinones h,2064,18676149
xanthine/amino piperidine compound 1,1803,
nsc-46080,994,22524450
chembl2108678,285,
cart-20 cells,931,
ethinyl estradiol / norelgestromin,5624|2153|5627|462,
betamethasone valerate,2908|367,
pmid29334795-compound-61,3269|11255,
aw-01208,836,19631549
go-y034,5243,22112540
amg 673,945,
bcma-specific car-expressing t lymphocytes,608,
pmid25991433-compound-e4,5599,
gambogenic acid,7295|25828,22663155
bcx-3408,4860,
pmid29671355-compound-65a,3065|10013,
arq 087,2260|2263|6714|2261,
sj000260212,23435,
chembl1308,126|124|125,
l-norepinephrine,865|51426|5965|328|641|9682|861|390245,
simvastatin acid,10599,28350522|29469964|25446771|26367500
chembl232943,623,
pmid27019002-compound-41,1776,
chembl3707380,6335,
tricyclic heterocycle derivative 5,7297|3717|3718|3716,
unspecified igf-1r antibody,673|7157|5728|1956,26577700|27196767
coltuximab ravtansine,930,
lcz696,4311,
chembl2105729,673,
z160,4988|1268,19815411
rgh-896,2904,
oxazolo[3 -4-a]pyrazine derivative 3,387129,
bms-695735,3480|2260,
pmid25666693-compound-125,7442,
pmid26560530-compound-54,7052,
schiff base compound 1,4128|4129,
benzyl nicotinate,10919,
x-82,5156|5159|2321|2324|3791,
chembl3545240,5468,
pfizer 4,4311,
tetrydamine,9682|10951,
thiopental sodium,1576,
peptide analog 60,1511|1991,
nsc-339578,8438|3417|5893,
isoxazole-based bicyclic compound 19,92737,
pmid25980951-compound-27,330|329|331,
butoconazole nitrate,9682|3320,
gnf-pf-3542,52|26191|5423|58190|328,
robotnikinin,6469,19151731
mmv006319,3757|4137,
cycloalkyl acid derivative 2,116085,
berberine chloride,5893|4137|367|123228|6833|4780|3767|1576,16359864
aesculioside iiic,7150,20371180
dexpramipexole,1814|1815|1813,
quinoxaline derivative 4,4791,
pentachloronitrobenzene,4780|367,
dx-8951f,4255|2950,11802813|10639573
indium chloride,4780|11201|55775,
pmid28092474-compound-32c,3065|10013,
tcmdc-125814,4088|2740|2237|5423|4286|51053,
mcp-1,6347|7157|5741|729230|117|5286|5054|10097,16614397|7942160|16354624|9748276|16452499|16004967
cer-002,5467,20393155
conatumumab,8795|1268|841|6336,26291055
chembl3545399,6850,
rs-17053,1576|1565|1544|7157|1557|5594|246,
varlitinib,2064|1956,
jnj-17216498,11255,
anti-cd20 antibody,1432,11830481
finerenone,4306,
rhodomyrtoxin b,247|7157,
carbamide derivative 6,3614,
flavanomarein,51426,
uh-232,7253,
namitecan,7150,
benzo[b]triphenylene,4780,
chembl3545144,4233|3791,
pmid29671355-compound-8,10013|8841|3066|3065|83933,
cort 108297,2908,
pmid25666693-compound-142,7442,
vitamin b6,7450|875|1644,12641538|15389232
ard-07,51738,
chembl3545341,6093|9475,
pmid27454349-compound-91,7421,
regn1979,931,
pmid25991433-compound-p1,5602|5601|5599,
cta018,1591,
betamethasone sodium phosphate,367,
pmid25684022-compound-us20120277229 40(1.2),5163,
bci-838,2913|2912,
naphthalene-1 -2-diol,5788|5770,24997687
tcmdc-125785,672|9367|4864,
pyridinone carboxamide derivative 1,5163,
tetra-hydro-imidazo[1 -5-d][1 -4]oxazepin-3-yl derivative 5,2912,
insulin zinc susp recombinant human,3630,
sl-0101,6197|6195,25589938
silymarin,7040|240|9429,15103051|15290869
azetidine derivative 2,5609,
anti-diabetic agent,9420,15207658
bucillamine,3123|3119,
bt-061,920,
chembl1201129,1786|1788,
mem 1003,779|776|775|778,
n-oxalyl-d-tyrosine derivative 2,390245,
nonsteroidal anti-inflammatory drugs,1588|967,4042014|15608437
pa-401,3577|3579,
sj000007704,216|10919,
splitomicin,1557|3028|1544|1559,
scopoletin,3028|2648|51053|64167|2671|51752,
sb-436811,2837,
chembl2107826,155,
fenamic acid,3932|10919,20038108
betunolic acid,5347,
heteroaryl-cyclopropylamine derivative 3,1776|4129,
pmid25666693-compound-62,7442,
betamethasone dipropionate,367,
levacecarnine hci,1375,
gnf-pf-5478,10919|4780,
ar-67,7150,
complete freund&apos -s adjuvant,5594|2668|627|6376,16288729|12617957|17974009|15993821
coagulation factor viia,2159|2158,
pmid25666693-compound-8,7442,
mithramycin,332,17124180
pmid25726713-compound-18,6608,
pmid25991433-compound-g1,5599,
ncx 1510,3269|2977,
colestipol hydrochloride,3949,2642754
mitobronitol,367,
chembl3545249,3716,
chembl190461,1268,
chembl480,495|496,
pmid26882240-compound-14,29072,
pyrrolo[2 -3-d]pyrimidine derivative 11,3716|3717,
az-tak1,3845,27655129
esculetin,3028|3091|51426|64167|51752|2548,
bicyclic hexapeptide derivative 2,6608,
kavain,4780|216,
ralinepag,5739,
th0318,2740,
bromcresol green,367,
pmid28766366-compound-scheme11,1859,
ve-822,472|5294|2475|545,
ketoheterocycle derivative 2,2166,
pmid25772215-compound-us02014179750tg7-170,5732,
pmid28766366-compound-scheme21right,1859|9149|8444|8445,
nsc-117271,3091|1557|1544,
sar391786,2660,
cyclopropylamine derivative 1,1776,
nsc-45382,1557|3028|1559|3248|1565|216|1544,
gsk239512,11255,
diethyltoluamide,3248,
pmid30259754-compound-px-102,9971,
xb-947,7155,10518594
bremelanotide,4306|4160|4157,
suvn-502,3362,24900216
ci-921,4353,1333205
anti-cea-car t,1048,
agi-1067 - succinobucol,7412,
gnrh,83729|998|2798|92815,8756531|9626657|2544582|1963323
abt-702,6622|7525|79915,
chembl2109065,2153|2157,
piceid,5423,
anti-ip10,3627,
isoetharine mesylate,154|390245|3091|10919,
mln2480,3845|673,
certoparin sodium,2159,
rocaglamide,4780,
follicle stimulating hormone,2488,
carboxamide derivative 9,824,
carbamate derivative 11,11343,
chembl65375,1890,
oxendolone,4780|367,
arundine,10919|4137|7421,
cx717,2891|2890|2893|2892,
benzazepine derivative 2,3358,
sj000069305,10919|9682,
taspoglutide,2740,
incb13739,3290,
pmid25726713-compound-63,6608,
ly2886721,23621,
iodipamide,213,
arq736,673|5894,
aryl oxyanilide derivative 3,706,
ispinesib,3832,
salagen,1557|1576|1559|5999,
chembl2108576,351,
epigallocatechin gallate,338|2194|4323|1991|4313|6713,11936850
khk2455,3620,
cid 5310801,79915|190|7157|2740|4864,
pmid27998201-compound-9,1508|1514|1520|1513,
indole-based analog 14,6197,
dsp-1200,150|3356|1813,
pmid26815044-compound-126,7299,
ly2940680,6608,
chembl1200432,150|151|152,
quinoline derivative 13,3757|5027,
urb597,11343|2166,19232787|19386497|23287055|21666860
isokobusone,1576,
chembl3545115,25,
cyclohexyl carbamate derivative 1,7299,
adct-502,2064,
erdosteine,1990|1991,
pmid27215781-compound-27,1269,
rolapitant,6869,
imidazopyridine acetamide analog 4,706,
pkf118-310,324|3815,14749129|28611108
aryl pyrimidine derivative 3,8564,
h-1152,6093,
chembl395091,2904|116443|116444|2902|2903|2905|2906,
chembl1108,1815|1814|1813|3356,
chembl3545151,2475,
medi5117,3569,
chembl3545022,5595|5594,
cosyntropin,4158,
chembl1742408,3350,
pen-221,6752,
amprenavir,10599|1577|5243|7020,16433896|10996400
e 7974,7275,
it-141,7150,
ganoderic acid tr,9971,22014750
chembl1090479,6795|9212,
isoxsuprine,1565|1544,
pmid25666693-compound-143,7442,
benoxinate hydrochloride,5893,
pmid27828716-compound-15,2931,
chembl101253,3815|5159|2321|5156|1436|2324|3791,
mizolastine,2205|3269,25412950
vitaxin,3678|3688,
rg7450,26872,24424355
balixafortide,7852,
chembl1698,9|6531,
td101,3853,
cnto 1275,51561|3593,
av-203,2065,
otssp167,9833,
gsk-2256098,5747,
chembl303960,5732,
m-16209,231,
pmid25980951-compound-33,331,
psma subunit vaccine,2346,
anifrolumab,3455,
quinazoline derivative 16,5979|3791,
anti-muc1 car-t cells,4582,
a-841720,2911,
chembl2145077,10021,
brl-54443,10919|3757,
pyrido[1 -2-a]indole-1.-carboxylic acid analog 1,23081,
omecamtiv mecarbil,4607,
chembl1567328,495|496,
ly2603618,1111,
amg 172,970,
pyridine derivative 19,5156|1436|5979|3815,
taxol c,5243,16289636
chembl587723,1956|2064|2321|3791,
chembl1908391,5156|2261|5159|3815,
patisiran,7276,
chembl1694,1636,
turnagainolide b,3635,21539394
wb-4101,1812,
paxilline,23435|10919|51053,
us9493490 - e,156,
atractylenolide i,7157,22365756
chembl1201835,3593|3592|51561,
chinomethionat,7421,
labetuzumab i-131,1048,
pmid25522065-compound-5,2847,
maxy-4,942|941,
s-metolachlor,4780,
bidentate pyrazolopyrimidine acetamide analog 4,706,
n6-cyclopentyladenosine,553|140|59350|122042,19317449
chembl2219422,208|207|10000,
us9707205 - 40,1903,
tcmdc-125539,4780|51053,
pmid25666693-compound-91,7442,
benzodihydroisofuran derivative 1,5547,
gw405833,3248|6311|79915|7253|1576|2629|10951,
topoisomerase inhibitors,1649|2950|7150,1727386|16981845|2553992
ly-674,5465,
anti-angiogenic agents,183,15578913
zydpla 1,1803,
autologous anti-cd19car-4-1bb-cd3zeta-egfrt-expressing t lymphocytes,930,
azorubine,7068,
angiotensin ii,186|185,10594793
aryl alkanolamine derivative 2,10280,
metconazole,367,
osm-s-55,4780,
chembl1200782,9|6531|6571,
ica-17043,3783,
gw501516,5467|5468|5465,23566516|20403648
nibentan,796,
terbutaline sulfate,60482|154,
chembl475251,6850,
cd19-car and cd28-car t cells,930|940,
silicon phthalocyanine 4,355,11121139
rx-0201,10000|207|208,
bimekizumab,3605|112744,
glp1 agonist,2740,
eltoprazine,3351|3358|3350,
diamide,10919|4137|5999|54737|10951|7421,
jak2 inhibitor azd1480,5979,23056499
chembl704,5468|240|5743|5742,
iprodione,5468,
glycopeg-gcsf,1441,
menthofuran,1544|1559|1576|1565,22931300
chembl1200392,3269,
milataxel,81027|7275|596,
tcmdc-124552,51053,
kras g12c inhibitor mrtx849,3845,
metribuzin,6256,
fsa2,2194,
carboxymethyl-trimethyl-arsonium,3725,
nsc-601364,994,22524450
bi-836858,945,
us10174026 - example 99,5927,
chembl2107333,9817,
modufolin,7298,
td-1211,4988,
tanezumab,4803,
csp-1103,351,
chembl2103799,1181,
okadaic acid,1576,22608922
terpyridineplatinum(ii) complexe 1,7296,
chembl1070,5743,
l-glutamate,10919|2891,16408071
anti-mif antibodies,4282,22238348
chembl3544906,6571|9,
cyclohexyl carbamate derivative 2,7299,
alrn-6924,4194|7157|4193,
akt inhibitor mk2206,5290|10000|898|5728,23888070|22180495|27297869|27663592|24504448
pmid27539678-compound-3,22943,
penicillin v benzathine,1565,
gnf-pf-3467,5423|8438,
hiv vaccine,3574,9158092
isoquinoline 1 -3-dione derivative 1,1017|1021|983|1019,
us8569313 - inhibitor 19,6768,
chlorhexidine diacetate,6256,
xanthoangelol,4137|6311,
pmid29671355-compound-13,55869|10013|3065,
gl1001,59272,
chromocarb,134|140,22703703
umeclidinium / vilanterol,1565,
carbamate derivative 6,2166,
cm-2236,148|3350,
azx-100,126393,
il-10,3316|5008|5731|238,11034403|12148907|16818766|15920698
propazine,328|55775,
paraplatin,2648|51426|7421|328,
chembl329123,5468|1241,
vda-1102 topical ointment,3099|7416,
n-(4-fluorobenzylcarbamothioyl)benzamide,10919|23435,
lim-0705,5243|23461,
amd070,7852,19640718
zp-1848,9340,
iduronate-2 sulfatase,3423,
chembl1200396,6329,
acyclovir,1791|25|6564|3586|5965,16212545|8683981|12821497|16961277
pmid25726713-compound-64,6608,
chembl1963502,1956,
pachyrrizine,7398|1576,
sar566658,765,
dinitrochlorobenzene,3559,9607619
chembl572878,9212|6790|6795,
imidamide derivative 1,22943,
vinpocetine,1812|10919|3757,
sp-333,2984,
c646,1387,26603525
phthalic acid,216,
spiroimidazolone derivative 5,2642,
r4996,1139,
cd22-targeted car-t cells,933,
protocatechuic acid,2548|5423,
pmid25991433-compound-j3,5602|5599|5601,
luteinizing hormone-releasing hormone,114814|2798,
azd0156,472,
pmid28048944-compound-3,9475|6093,
gnf-pf-1319,10951|29994|9682|51053|10919|3064|4088,
m2698,10000|6198|207,
mmv006087,3757,
chembl1963683,5737,
pyrazolopyridines and imidazopyridine derivative 1,5163,
hematoxylin,390245|328|5965|4137|3248|7421,
chembl1566,23269|279,
gnrh pharmaccine,2796,
apd421,1813,
pmid26004420-compound-us20140275020d,3758,
dipeptide analog 2,7052,
mrna-2416,7292,
danusertib,6790|9212|3845|6795,26725216
inhibins,10468|581,10864854|15590985
irx-5183,5914,
chembl3545009,135,
chembl1614713,5599|5602|5601,
lonchocarpic acid,7398,
pmid25470667-compound-go-coa-tat,619373,
sb-278538,7525,
mdx-1100,3627,
pyrazolodihydropyridine derivative 1,2931,
gbt440,3043,
phenylpropylamine derivative 2,10280,
gs-5745,4318,
sodium pyruvate,6098|762,
gnf-pf-2383,51053|4780|216|6311,
zinc acetate,169026,
su-11274,1432|4233,17595299|23403296
thymosin beta-4,4790|71|4791|58,
h3b-8800,8233|6427|7307|23451,
chlorobenzamide derivative 2,5027,
ionis-ptp1brx,5770,
avn 101,3362,20047162
chembl398435,64805,
ino-8875,134,
betanechol,1129,
pmid26609882-compound-36,3356,
pmid27998201-compound-5,1514|8722|1508|1520|1513,
pyrimido[4 -5-d] pyrimidines and pyrido[4 -3-d] pyrimidine derivative 1,6198,
chembl3545150,6714|25,
cy-1503,6403|6401,
dndi1417957,8912,
thiocoraline,3073,
triforine,367,
chembl3039564,7150,
p-cyanochalcone,51053|216|7421,
gsk2661380,5133,
blz-945,1436|1441,
srx-246,552,
chembl504652,1137|1141,
kymriah,930,
gp39,3683,7843250
iniparib,142|675,21508395
chembl1241153,5742|5743,
unii-i92mu0v408,3055,
posiphen,351|23621|25825,
gnf-pf-4078,2671|4780|3064|79915,
ktn0073-igg2,4233,27550450
gz402666,2548,
ml272,5337,
l-732138,1557|1559|1576|7398,
steroid derivative 1,29072,
mrs-2220,1565,
chembl190083,51107|5663|83464|23385|55851|8081,
chembl2062154,887,
triglycerides,1588,26463708
neca,122042|553|5594|140|59350,19284749
us8592431 - 457,9197,
cyanomethyl pypazole carboxamide derivative 1,3716|3717,
chembl622,5743,
jb991,5468,
clemizole,3091|1576|1557|1565|1544,
iobenguane,4780|1565|6530,24814532
chembl2104927,6697,
amg-139,51561,
apg-1252,598|596,
pd 153035,3084,9096655
tk216,2114|2313,
piperazine urea derivative 2,2166,
sj000024553,7849|3417,
ici 182 -780,5294|4842|2247,14750165|15790731|12566092
iodine i 131-6-beta-iodomethyl-19-norcholesterol,4893,
fluorescein diphosphate,5770,21482108
anti-pd-l1,29126,
dnqx,51053|2629|2194|3248|410,
nsc-47924,1544|3028|216,
amcinafide,3417|4780|2740,
disulfiram analog 1,9682,
bis(piperidinylthiocarbonyl)disulfide,367,
butylparaben,1544|4780|1557,
atg002,1137,
aerovant,3566,
pyridine derivative 9,7422,
gnf-pf-2686,7253,
chembl1200930,496|495,
benzo[b]fluoranthene,3725|4780|7157|7068|3028|3091|196,
pd-157533,1814,
pol i inhibitor cx5461,675|672,28211448
pimethixene maleate,51053|7398|367,
amifampridine phosphate,10,
bi655130,8808,
chembl1201666,2147,
xl518,5604|5605,
quifenadine,367,
tetra-hydro-quinoline derivative 4,92737,
oxazolo[3 -4-a]pyrazine derivative 5,387129,
pb1046,7434,
pmid30185082-compound-63,27346,
c-car011,930,
chembl1560,1636,
pentamidine diisethionate,367|5423|5429|11201|2475|51426,
enilconazole,367|23435,
akos003197197,1491,
pmid29671355-compound-70,9759,
ni-0701,6352,
pmid25666693-compound-77,7442,
s-777469,1269,
sb-735465,7525,
aminopurvalanol,1576|1544|1559,
chembl3545073,9475|6093,
aromatic and heteroaryl compound 1,29072,
dual specificity cd19 and cd22 car-t cell,933|930,
nsc-74859,11201|2237|58190|9682|5429|23408|51426,
chembl2024517,1813|1814,
fluorinated donepezil derivative 1,43,
granotapide,4547,
chembl430497,1141|1137,
chembl1750,6241|5426|50484|5424|5422|6240,
pmid25468267-compound-55,23081,
silybin b,10599|11309,23401473
futibatinib,2263,31109923
egfr/igfr tandem adnectin,1956|3480,
penconazole,367,
gsk711701a,7525,
tyrphostin 25,51426|246|216|1576|10919|3028|11201|390245|54737|4137|7421|5429,
methanandamide,7421|55775|216,
gsk933776a,351,24255592
coptis,7124,9875508
asp-015k,2185|3716|3718,
sj000082805,79915,
ctce-9908,7852,
icotinib,1557|1956,25995169|22585284|24533047|27468240|23372346|2394835|25261231|24438614
pmid25666693-compound-130,7442,
cb-03-01,367,
tetra-hydro-oxazolopyridine derivative 6,2915,
chlormidazole,4780|367|8484,
anti-n3pg-abeta antibody,351,
pmid28870136-compound-59,4907,
pmid25656651-compound-34c,25,
tucatinib,2064,28053022
rosiglitazone maleate,5467|4780,
aromatic hydrazine carboxyimidoamide derivative 6,7299,
biphenyl carboxylic acid derivative 1,4170,
interferon alpha,3454,
lm11a-31,4804,
bisabolol,246,
pr-15,51206,
tyrphostin ag-1478,79915|1544|4790|5594|3028|1956,21718029
gnf-pf-4674,5893|10919|5423,
tm-601,1178,
tk-dli,7083,
chembl1690,54106|51284,
antabuse,218,7907815
tcmdc-124328,10919,
cd20-cart,931,
pmid28627961-compound-22,9536,
imidazole derivative 8,5547,
pmid26609882-compound-34,3356,
talactoferrin,4057,
oxetane 3 -3-dicarboxamide compound 2,7422,
benzofuran,196|4780|367,
ranirestat,231,
kaempferide,5970|4791|4790,25190466
pmid25468267-compound-47,23081,
pmid28067079-compound-98,2915,
sulfatinib,2324|2260|1436|2321|3791,
uni-rhil-11,3590,
bi-d1870,6196|6195|6197|27330,
amg 337,3845|7157|4233|1956|2064,27196782|26432108|27196749|25326232
endoxifen,2099,24805199
risedronic acid,10919|2224,25630225|26314394
tisagenlecleucel,930|931,
nn-9926,2740,
ponesimod,1901,
gnf-pf-2491,29994|10919|390245,
cc-90011,1776,
cinobufotalin,4780|3417|4088,
nsc-371682,1544,
ar9281,2052|2053,
promazine hydrochloride,2671|3757|367|10919,
nsc-119236,3043|3091|1544,
pixantrone,7155,
pmid25399762-compound-table1-c15,4129,
