diseaseId,diseaseName,entrezGeneIds
C1563709,myopathic ophthalmopathy,5743|6319
C0038833,superior vena cava syndrome,5744
C0038834,superior vena cava thrombosis,5744
C0149911,humoral hypercalcemia of malignancy (disorder),5744
C0267941,pancreatitis - acute necrotizing,5744
C0376670,pancreatitis - alcoholic,5744
C3150644,brachydactyly - type e2,5744
C0265295,jansen type metaphyseal chondrodysplasia,5745
C1838779,eiken skeletal dysplasia,5745
C1852222,failure of tooth eruption - primary,5745
C1859148,chondrodysplasia - blomstrand type,5745
C0029423,cartilaginous exostosis,5781
C0410530,metachondromatosis,5781
C3150875,choanal atresia and lymphedema,5784
C1835407,hepatitis c virus - susceptibility to,5788
C0175755,congenital absent nipple,5792
C0432357,congenital absence of breast with absent nipple,5792
C4014918,breasts and/or nipples - aplasia or hypoplasia of - 2,5792
C3280100,nephrotic syndrome - type 6,5800
C1838332,helicobacter pylori infection - susceptibility to,5803
C0878676,6-pyruvoyl-tetrahydropterin synthase deficiency,5805
C4015357,mental retardation - autosomal dominant 31,5813
C0032371,poliomyelitis,5817
C0751445,encephalitis - polio,5817
C0751446,poliomyelitis - nonpoliovirus,5817
C0751447,poliomyelitis - preparalytic,5817
C1527258,infantile paralysis,5817
C1861537,orofacial cleft 1,5817|5819
C0037140,b virus infection,5818|6334|6335
C2931488,zlotogora-ogur syndrome,5818
C0162538,immunoglobulin a deficiency (disorder),5820|23274|54806|64135
C3554002,peroxisome biogenesis disorder 12a (zellweger),5824
C4225390,bile acid synthesis defect - congenital - 5,5825
C0042847,vitamin b 12 deficiency,5826
C3553915,methylmalonic aciduria and homocystinuria - cblj type,5826|26090
C3542026,peroxisome biogenesis disorder 5b,5828
C3553940,peroxisome biogenesis disorder 5a (zellweger),5828
C3550273,peroxisome biogenesis disorder 2a (zellweger),5830
C4225237,rhizomelic chondrodysplasia punctata - type 5,5830
C0432255,geroderma osteodysplastica,5831|92344
C2751987,cutis laxa - autosomal recessive - type iib,5831
C3280799,cutis laxa - autosomal recessive - type iiib,5831
C0268354,de barsy syndrome,5832
C1832669,spastic paraplegia 9 - autosomal dominant (disorder),5832
C4225268,cutis laxa - autosomal dominant 3,5832
C4225272,spastic paraplegia 9b - autosomal recessive,5832
C0235946,cerebral atrophy,5833|5917|8884|128869
C0575059,spastic tetraparesis,5833|9445|51399
C0740279,cerebellar atrophy,5833|9254
C0017925,glycogen storage disease type vi,5836
C4014239,microcephaly - progressive - with seizures and cerebral and cerebellar atrophy,5859
C1868679,griscelli syndrome - type 2,5873
C4540321,mental retardation - autosomal dominant 48,5879
C1842398,neutrophil immunodeficiency syndrome,5880
C1802395,congenital muscular hypertrophy-cerebral syndrome,5885|8243|9126|23476|25836
C1853099,cornelia de lange syndrome 3,5885|8243|9126|23476|25836
C1969653,mungan syndrome,5885|79770
C3553517,cornelia de lange syndrome 4,5885
C4551851,cornelia de lange syndrome 1,5885|8243|9126|23476|25836
C3281089,mirror movements 2,5888
C4284093,fanconi anemia - complementation group r,5888
C3150653,fanconi anemia - complementation group o,5889
C3150659,breast-ovarian cancer - familial - susceptibility to - 3,5889
C3280345,breast-ovarian cancer - familial - susceptibility to - 4,5892
C1969056,leopard syndrome 2,5894
C1969057,noonan syndrome 5,5894
C4014656,cardiomyopathy - dilated - 1nn,5894
C1832322,severe combined immunodeficiency - autosomal recessive - t cell-negative - b cell-negative - nk cell-positive,5896|5897
C1835931,alpha/beta t-cell lymphopenia with gamma/delta t-cell expansion - severe cytomegalovirus infection - and autoimmunity,5896
C1867362,severe combined immunodeficiency - b cell-negative,5896|5897
C2673536,combined cellular and humoral immune defects with granulomas,5896|5897
C2931884,reticuloendotheliosis - familial - with eosinophilia,5896|5897|64421
C0796004,kabuki make-up syndrome,5906|5908|7403|8085
C4225367,myasthenic syndrome - congenital - 11 - associated with acetylcholine receptor deficiency,5913
C0206650,fibroadenoma,5914|9968
C1832661,anophthalmia and pulmonary hypoplasia,5915|64220
C3809803,microphthalmia - syndromic 12,5915
C4015323,leukodystrophy - hypomyelinating - 9,5917
C0003857,congenital arteriovenous malformation,5921
C1842180,capillary malformation-arteriovenous malformation (disorder),5921|10617
C2675370,capillary malformation without arteriovenous malformation,5921|10617
C4747394,capillary malformation-arteriovenous malformation 1,5921|83605
C0751484,sporadic retinoblastoma,5925
C2608045,trilateral retinoblastoma,5925
C3151302,chromosome 13q14 deletion syndrome,5925
C0796063,microcephaly-digital anomalies syndrome,5932
C3715216,retinitis pigmentosa 66,5949
C0152455,keratomalacia,5950
C0271271,xerotic keratitis,5950
C0856901,retinol deficiency,5950
C3554593,retinal dystrophy - iris coloboma - and comedogenic acne syndrome,5950
C4225330,microphthalmia - isolated - with coloboma 10,5950
C3887980,protanomaly,5956
C0311338,fundus albipunctatus,5959|5961|6010|6017
C1405854,retinitis punctata albescens (disorder),5959|5961|6010|6017
C1842475,retinitis pigmentosa 7,5961|6094
C2751290,choroidal dystrophy - central areolar 2,5961
C4509881,multifocal pattern dystrophy of retinal pigment epithelium simulating fundus flavimaculatus,5961
C4551999,macular dystrophy - patterned - 1,5961
C1970239,deafness - autosomal recessive - 24,5962
C4289581,rela fusion-positive ependymoma,5970|65998
C4539811,immunodeficiency 53,5971
C0221043,liddle syndrome,5972|6337|6338|6340
C2751310,hyperuricemic nephropathy - familial juvenile 2,5972
C0265338,coffin-siris syndrome,5977|6594|6595|6597|6598|6601|6605|6659|6664|8289|57492|84295|196528
C4747954,coffin-siris syndrome 7,5977
C0399440,hereditary gingival fibromatosis,5978|6654|64644
C3887929,deafness - autosomal dominant 27,5978
C0025268,multiple endocrine neoplasia type 2a,5979
C0025269,multiple endocrine neoplasia type 2b,5979
C0238462,medullary carcinoma of thyroid,5979
C1609433,congenital absence of kidneys syndrome,5979|8516|26281|80000|158326
C1619700,renal adysplasia,5979|7380|8516
C0221060,mobius syndrome,5980|23129
C0853240,mobius ii syndrome,5980|23129
C4255193,bilateral vestibulopathy,5981
C4285893,cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,5981
C1859536,bare lymphocyte syndrome - type ii - complementation group c,5993
C1859538,bare lymphocyte syndrome - type ii - complementation group e,5993
C1859537,bare lymphocyte syndrome - type ii - complementation group d,5994
C3151068,retinitis pigmentosa 44,5995
C0272048,stomatocytic anemia,6005|6513|9780
C0272052,rh deficiency syndrome,6005|6006|6007
C1849387,rh-null - regulator type,6005|6006|6007
C1861455,stomatocytosis i,6005
C0002881,anemia - hemolytic - congenital,6006|6007
C1864869,night blindness - congenital stationary - autosomal dominant 1,6010
C3151001,retinitis pigmentosa 4,6010
C1306122,oguchi disease,6011|6295
C3150678,oguchi disease 2,6011
C4551824,oguchi disease 1,6011|6295
C3809233,noonan syndrome 8,6016
C1843815,newfoundland rod-cone dystrophy,6017
C1843816,bothnia retinal dystrophy,6017
C0220748,cartilage-hair hypoplasia,6023
C1834821,metaphyseal dysplasia without hypotrichosis,6023
C1846796,anauxetic dysplasia,6023|10940
C4551965,anauxetic dysplasia 1,6023
C4053775,pituitary stalk interruption syndrome,6091|8820|23432|50937|55717|89884|128674
C0042580,vesico-ureteral reflux,6092|7148|25778|64321
C1970483,vesicoureteral reflux 2,6092
C4706552,familial vesicoureteral reflux,6092|7148|64321
C4748041,intellectual developmental disorder with or without epilepsy or cerebellar ataxia,6095
C4225266,immunodeficiency 42,6097
C1867300,retinitis pigmentosa 9,6100
C0220701,retinitis pigmentosa 1,6101
C4551714,rod-cone dystrophy,6101
C2681923,retinitis pigmentosa 2 (disorder),6102
C0339528,x-linked retinitis pigmentosa,6103
C1844776,cone-rod dystrophy - x-linked - 1,6103
C1845667,retinitis pigmentosa 3,6103
C2749137,retinitis pigmentosa - x-linked - and sinorespiratory infections - with or without deafness,6103
C3151784,macular degeneration - x-linked atrophic,6103
C1837873,leber congenital amaurosis 9 (disorder),6121|9227|64802
C1859844,leber congenital amaurosis - type ii (disorder),6121
C3151086,retinitis pigmentosa 20,6121
C4072872,obsolete rod-cone dystrophy,6121
C3275438,autism - susceptibility to - x-linked 5,6134
C4478383,mental retardation - x-linked - syndromic - 35,6134
C0431890,hypoplasia of thumb,6135|6223
C2675512,diamond-blackfan anemia 7,6135
C0241397,triphalangeal thumb,6138|6223
C3809888,diamond-blackfan anemia 12,6138
C0020678,hypotrichosis,6144|6635|10161|112802|121391|200879
C4014563,hypotrichosis 12,6144
C3554042,diamond-blackfan anemia 11,6154
C4479424,diamond-blackfan anemia 16,6155
C2675859,diamond-blackfan anemia 5,6165
C0265252,coffin-lowry syndrome,6197
C0796225,mental retardation - x-linked 19,6197
C2675511,diamond-blackfan anemia 8,6201
C2750081,diamond-blackfan anemia 9,6204
C0740302,5q-syndrome,6208
C1292779,myelodysplastic syndrome with isolated del(5q),6208
C2675860,diamond-blackfan anemia 4,6218
C3278811,thumb aplasia,6223|9896
C4479431,brachycephaly - trichomegaly - and developmental delay,6228
C0265265,aase syndrome,6229
C1857719,anemia - diamond-blackfan - 3,6229
C2750080,diamond-blackfan anemia 10,6231
C4479428,diamond-blackfan anemia 17,6232
C4225411,diamond-blackfan anemia 15 with mandibulofacial dysostosis,6234
C4014641,diamond-blackfan anemia 13,6235
C0152439,retinoschisis,6247
C0271091,retinoschisis - juvenile - x-linked,6247
C1137478,retinoschisis - degenerative,6247
C3714753,retinoschisis 1 - x-linked - juvenile,6247
C1858106,spastic paraplegia 12 - autosomal dominant (disorder),6253
C0751951,central core myopathy (disorder),6261
C1840365,king denborough syndrome,6261
C1850674,minicore myopathy with external ophthalmoplegia (disorder),6261
C1861753,multiminicore disease - moderate - with hand involvement,6261
C2674259,neuromuscular disease - congenital - with uniform type 1 fiber (disorder),6261
C2930980,malignant hyperthermia susceptibility type 1,6261
C4706390,congenital myopathy with myasthenic-like onset,6261
C4749502,benign samaritan congenital myopathy,6261
C4053736,catecholaminergic polymorphic ventricular tachycardia type 1,6262
C0349217,depressive episode - unspecified,6281|10855
C0221014,reactive systemic amyloidosis,6288
C3151061,retinitis pigmentosa 47,6295
C4011974,coloboma - ocular - autosomal recessive,6297
C0265246,townes syndrome,6299|51339
C4551481,townes-brocks syndrome 1,6299
C4540188,neurodevelopmental disorder with microcephaly - ataxia - and seizures,6301
C3695063,charcot-marie-tooth disease type 4b3,6305
C4225189,microcephaly - congenital cataract - and psoriasiform dermatitis,6307
C1846421,lathosterolosis,6309
C0018975,hemeralopia,6314|7274|54982|79042|80746|283989
C3489704,vision disability,6314|7274|54982|79042|80746|283989
C1837454,spinocerebellar ataxia 8,6315|724066
C1858673,generalized epilepsy with febrile seizures plus - type 2,6323
C1864987,migraine - familial hemiplegic - 3,6323
C4551549,early infantile epileptic encephalopathy 6,6323|6335
C1858672,generalized epilepsy with febrile seizures plus - type 1,6324
C2748541,brugada syndrome 5,6324
C3809311,atrial fibrillation - familial - 13,6324
C4479236,epileptic encephalopathy - early infantile - 52,6324
C1842382,epilepsy - benign neonatal - 3,6326
C3150987,epileptic encephalopathy - early infantile - 11,6326
C3809312,atrial fibrillation - familial - 14,6327
C0085417,epilepsy - complex partial,6328
C0751640,cryptogenic partial complex epilepsy,6328
C0751641,epilepsy - symptomatic - partial complex,6328
C4693694,epilepsy - familial focal - with variable foci 4,6328
C4693699,epileptic encephalopathy - early infantile - 62,6328
C0221055,paramyotonia congenita (disorder),6329
C0752355,myotonia fluctuans (disorder),6329
C1868619,paramyotonia congenita without cold paralysis,6329
C2750473,thyrotoxic periodic paralysis - susceptibility to - 2,6329|100134444
C2931826,potassium aggravated myotonia,6329
C3280112,myasthenic syndrome - congenital - 16,6329
C3489447,hyperkalemic periodic paralysis type 2,6329
C1141890,congenital long qt syndrome,6330
C2678484,long qt syndrome 10,6330
C0006384,bundle-branch block,6331
C1832680,cardiomyopathy - dilated - 1e,6331
C1837845,sick sinus syndrome 1 - autosomal recessive,6331
C1859062,long qt syndrome 3,6331
C2931401,long qt syndrome type 3,6331
C3151464,atrial fibrillation - familial - 10,6331
C1865926,infantile convulsions and paroxysmal choreoathetosis - familial (disorder),6334|112476
C3280415,cognitive impairment with or without cerebellar ataxia,6334
C3281191,scn8a-related epilepsy with encephalopathy,6334
C4310728,seizures - benign familial infantile - 5,6334
C0014804,erythromelalgia,6335|23057
C0014805,primary erythermalgia,6335|6336|11280
C0432262,dysosteosclerosis,6335|55315
C1833661,paroxysmal extreme pain disorder,6335|6336|11280
C1855739,indifference to pain - congenital - autosomal recessive,6335
C2751778,generalized epilepsy with febrile seizures plus - 7,6335
C3178789,widespread chronic pain,6335
C3276706,small fiber neuropathy,6336
C3809893,episodic pain syndrome - familial - 2,6336
C2751666,bronchiectasis with or without elevated sweat chloride 2,6337
C4748292,liddle syndrome 3,6337
C2751324,bronchiectasis with or without elevated sweat chloride 3,6340
C3150990,leukoencephalopathy with dystonia and motor neuropathy,6342
C0041327,tuberculosis - pulmonary,6347|30835|50807
C0266929,chronic periodontitis,6387|8600
C1855008,mitochondrial complex ii deficiency,6389|6390|6392|644096
C3150898,cardiomyopathy - dilated - 1gg,6389
C3279992,paragangliomas 5,6389
C0342777,succinate-coenzyme q reductase deficiency,6390
C1333993,hereditary paraganglioma,6390|54949
C1847319,paraganglioma and gastric stromal sarcoma,6390|6391|6392|7157|7428|55654
C1861848,paragangliomas 4,6390|6391
C1854336,paragangliomas 3,6391
C0024586,malignant carcinoid syndrome,6392
C0349535,carcinoid tumor of intestine,6392|7157|7428|55654
C4748195,mental retardation - autosomal dominant 58,6418
C0265294,pyle metaphyseal dysplasia,6424
C1968602,surfactant metabolism dysfunction - pulmonary - 1,6439
C1970470,surfactant metabolism dysfunction - pulmonary - 2 (disorder),6440
C2936331,sarcoglycanopathies,6442
C2936332,alpha-sarcoglycanopathies,6442
C1858593,limb-girdle muscular dystrophy - type 2e,6443
C1832525,limb-girdle muscular dystrophy type 2f,6444
C1847667,cardiomyopathy - dilated - 1l,6444
C0410173,severe autosomal recessive muscular dystrophy of childhood - north african type (disorder),6445
C0008029,cherubism,6452
C1838652,split-hand/foot malformation 3,6468
C0265581,longitudinal deficiency of radius,6469|64327
C0266667,cyclocephaly,6469
C0345354,radial polydactyly,6469|6608
C1840529,holoprosencephaly 3,6469
C1861355,syndactyly - type iv,6469|64327
C1868114,polydactyly - preaxial ii (disorder),6469|64327
C1968843,microphthalmia - isolated - with coloboma 5 (disorder),6469
C0265309,leri-weill dyschondrosteosis,6473
C0432230,langer mesomelic dysplasia syndrome,6473
C1845118,short stature - idiopathic - x-linked,6473
C1283620,sucrase-isomaltase deficiency - congenital,6476
C1970200,mental retardation - autosomal recessive 12,6487
C3554316,epileptic encephalopathy - early infantile - 15,6487
C2675187,microcephaly - primary autosomal recessive - 7 (disorder),6491
C1842124,branchiootic syndrome 3 (disorder),6495
C1854594,deafness - autosomal dominant 23,6495
C1834877,holoprosencephaly 2 (disorder),6496
C1864827,holoprosencephaly 5,6496|7050|7546
C0265227,schinzel-giedion syndrome,6497|26040
C1857276,trichohepatoenteric syndrome,6499|9652
C3281289,trichohepatoenteric syndrome 2,6499
C0152136,low tension glaucoma,6505
C0393729,immersion related epilepsy,6505
C1857253,dicarboxylicaminoaciduria,6505
C4551550,epilepsy - hot water - 1,6505
C4310717,epileptic encephalopathy - early infantile - 41,6506
C2675211,episodic ataxia - type 6 (disorder),6507
C4225254,spastic tetraplegia - thin corpus callosum - and progressive microcephaly,6509
C1832855,choreoathetosis/spasticity - episodic,6513
C1837206,cryohydrocytosis - stomatin-deficient - with mental retardation - seizures - cataracts - and massive hepatosplenomegaly,6513
